gstin,invoice_no,invoice_date,taxable_value,igst,cgst,sgst,irn,irn_generated_at,gstr1_filing_period,supplier_gstr3b_filed,itc_availability
29BGTXA8808A1ZV,INV/26-27/7019,2027-02-04,19353.01,0.00,1741.78,1741.78,61787850594b3dce4b126627744ebdc87d76b205f8f5d17e7f7dde942ee77820,,,Y,Yes
07JUEXS6745D1ZR,INV/26-27/7005,2027-02-04,10455.75,1882.04,0.00,0.00,5d611675323f3d7e3972d07e6758aba014c2cd17459406c9e48edf9a8d0441fe,,,N,Yes
33BQFXR8850F1Z6,INV/26-27/7007,2027-03-14,29439.72,5299.15,0.00,0.00,3576f657eba940a3d426925bb37e59451e77341da47b0e0aac5d63864f55de2a,,,Y,Yes
27KASXC9425A1Z2,INV/26-27/7004,2027-02-03,8829.53,1589.32,0.00,0.00,64613058696fcbafb58e9190bdfc2e9f22251b7166c25e1c22edfbde9f57527f,,,N,Yes
27UWDXI7156V1ZL,INV/26-27/7020,2027-03-28,2414.57,434.63,0.00,0.00,57de2fbd16dc5ba43df989059549c75913289113dd49e20bc25f3ae497d7e4d6,,,Y,Yes
27UESXL1497O1ZI,INV/26-27/7017,2027-02-20,630.03,113.41,0.00,0.00,13c1c16cd1b1214a996f5708a2e8bb21fe8487df097b2e30cfd8ec8d1a94f8a5,,,Y,Yes
27AYVXI7192X1ZB,INV/26-27/7022,2027-02-23,17611.49,3170.07,0.00,0.00,,,,Y,No
33KAYXJ1423N1ZN,INV/26-27/7021,2027-01-30,29086.14,5235.51,0.00,0.00,bd2bc87d049f6737a3d8f7b175f8ad96e9586d278dd4d53a187e5002f158c7eb,,,Y,Yes
33JYRXY6805G1Z6,INV/26-27/7014,2027-03-04,20482.17,3686.80,0.00,0.00,7326c23cdd5409f6cab1bbe3509769ac7a93de735f8d9f62ec19efb053f006ab,,,N,Yes
27ZTDXY8182Q1ZC,INV/26-27/7012,2027-01-07,21727.70,3910.99,0.00,0.00,39431593cd7573a65cb6c7a3900f999a8fd1998b3eaa35b2c47e32eb68c7f21d,,,Y,Yes
29EVKXX3866B1ZH,INV/26-27/7002,2027-03-01,48295.69,0.00,4346.62,4346.62,,2027-03-01T09:15:00,2027-03,Y,No
24HCGXB1638S1ZS,INV/26-27/7016,2027-02-28,27299.53,4913.92,0.00,0.00,e98e97016d53cd6925ca92ad5f96716cb0e715bcebef91f49588d30e356b76ba,,,Y,Yes
07FYPXV2844R1ZO,INV/26-27/7018,2027-02-12,887.95,159.84,0.00,0.00,5038fc78a453f6aa5d478790d58a990a7d8c3dfb2cc5b12c6a0538e750de0a6f,,,Y,Yes
29UCZXQ6996C1ZH,INV/26-27/7003,2027-03-25,16578.73,0.00,1492.09,1492.09,40789f0f7693d055b848a3a451996b12826dfd0c02d8d985c0ece84e07af33cf,,,N,Yes
27CKSXC7006Z1ZL,INV/26-27/7006,2027-03-08,12387.28,2229.72,0.00,0.00,cfd0b7075bea034c72aee5ebf6e800799b1b0ec7a024767f5aa37ec8c53af592,,,Y,Yes
33RYGXT8399U1Z0,INV/26-27/7011,2027-03-30,1394.41,251.00,0.00,0.00,,,,Y,No
07ISYXD7108X1ZV,INV/26-27/7013,2027-01-21,14724.70,2650.45,0.00,0.00,7545b99205424a8f2b0f327a753ea18b20bfd7ddd09b2bda59f345de5b63af61,,,Y,Yes
06QAGXU3203L1ZR,INV/26-27/7023,2027-02-03,24646.01,4436.29,0.00,0.00,2e8bec58ea477e3fa01d8949b0cd36e28aa2e210f2cf4f7707ad6cd0b1c827cd,,,Y,Yes
29EVKXX3866B1ZH,INV/26-27/7000,2027-01-01,44163.25,0.00,3974.70,3974.70,1cd3ecca66daf3d4c06b7e7e4f341180ed555e697b47e5489039c70dfafaa4d9,2027-01-01T09:15:00,2027-01,N,Yes
07EWEXV9199F1Z7,INV/26-27/7010,2027-03-24,23272.03,4188.97,0.00,0.00,d2c06cca003e8f6208dfad35a365ff04f21e11fe3d8862b5cd712726eb9f3fd3,,,Y,Yes
06JCWXX3040C1ZR,INV/26-27/7015,2027-03-05,4186.65,753.60,0.00,0.00,c4ee320f75cc7eda1925b6bfe71fc2f1708fb5e7443e982314a90cb409a28017,,,Y,Yes
33NAVXJ9521U1ZU,INV/26-27/7009,2027-01-31,27548.83,4958.79,0.00,0.00,1428ec605f1e0d46c28b52f6af6b2915148f2f95ce7ae83bac4c2e3b9a9e1fe7,,,N,Yes
24UJKXH8700Y1ZD,INV/26-27/7008,2027-01-29,13001.60,2340.29,0.00,0.00,ec21574cedf0924b336d96c81cb43eb88623c53b6406a31c537dd183baa51cb0,,,Y,Yes
