order_id,invoice_no,gstin,amount,invoice_date
order_2RKEIXa2G6Vmnw,INV/26-27/1001,,9649.00,2027-01-04
order_4JzYk7RDKLSy36,INV/26-27/1002,,10249.00,2027-01-04
order_5gb2axnWkfISvT,INV/26-27/1003,,4497.00,2027-01-04
order_lUidHelcoFiJwZ,INV/26-27/1004,27HMVXG5438A1ZC,1348.00,2027-01-04
order_mmZ2zMKvIqosgX,INV/26-27/1005,,31099.00,2027-01-04
order_n86BCiiP5qpDtD,INV/26-27/1006,27CYYXS8451P1ZG,1550.00,2027-01-04
order_ohI2XW7ze57QoV,INV/26-27/1007,,15499.00,2027-01-04
order_uXImaT9yMVsjVH,INV/26-27/1008,07XMXXC4775Y1ZH,6749.00,2027-01-04
order_L3mVslyRykq6vp,INV/26-27/1009,33SHGXC3397T1ZT,700.00,2027-01-05
order_MdsWmlFnUNcGqX,INV/26-27/1010,,6149.00,2027-01-05
order_XKXNkIKafnatSZ,INV/26-27/1011,33AMRXK0008B1Z8,92000.00,2027-01-05
order_YHusBZEsWrelTP,INV/26-27/1012,,8649.00,2027-01-05
order_Zuw6OFREjQSVEm,INV/26-27/1013,,30149.00,2027-01-05
order_oUJ8ScecEw5J0h,INV/26-27/1014,07GFHXQ0524S1ZC,31049.00,2027-01-05
order_uH9QDff5CBd7ia,INV/26-27/1015,,14549.00,2027-01-05
order_FMz3QooOZcA1DS,INV/26-27/1016,,49149.00,2027-01-06
order_FlE4M0ECl7H9K4,INV/26-27/1017,,4250.00,2027-01-06
order_bWf8ETucNBdmsv,INV/26-27/1018,,57049.00,2027-01-06
order_c4u4lRsZ3xXDtF,INV/26-27/1019,,7400.00,2027-01-06
order_dI7egOhKZSHv0a,INV/26-27/1020,,3500.00,2027-01-06
order_03UPB0aeoROUmO,INV/26-27/1021,,58549.00,2027-01-07
order_HHCMGZeaGHXlqw,INV/26-27/1022,,12899.00,2027-01-07
order_JyDmAgNglBPTuB,INV/26-27/1023,,20000.00,2027-01-07
order_OECFLycUttsarv,INV/26-27/1024,,4998.00,2027-01-07
order_TkU21mjupRWOjz,INV/26-27/1025,07POGXJ1500B1ZX,52500.00,2027-01-07
order_TkfICS5XxHOg1N,INV/26-27/1026,,3998.00,2027-01-07
order_ZtrJ9wedMtlRfe,INV/26-27/1027,,6900.00,2027-01-07
order_fwggHXX1MJV7ww,INV/26-27/1028,,40649.00,2027-01-07
order_goA3TaVUb5w9Vj,INV/26-27/1029,,7949.00,2027-01-07
order_tVuVaoJ1DrFNPs,INV/26-27/1030,,3998.00,2027-01-07
order_uD3uNoaMPeD4qq,INV/26-27/1031,07RBJXP1172S1Z2,6899.00,2027-01-07
order_yz5QRK4WyvDLTY,INV/26-27/1032,,6000.00,2027-01-07
order_JwBJvXbB3ys5fd,INV/26-27/1033,,849.00,2027-01-08
order_NiwwPww1b4KTOd,INV/26-27/1034,,6399.00,2027-01-08
order_o0HFIKIbHHrdAz,INV/26-27/1035,,2548.00,2027-01-08
order_gAw6QjlGtW4h2p,INV/26-27/1036,,6800.00,2027-01-09
order_kjrwbGzL5xVQfi,INV/26-27/1037,,6449.00,2027-01-09
order_n1JdWGpBVcKDv8,INV/26-27/1038,,3897.00,2027-01-09
order_rC9VZeFykxnd7f,INV/26-27/1039,,11600.00,2027-01-09
order_rjSEivcpbkO328,INV/26-27/1040,,56000.00,2027-01-09
order_DDPurpt1DNekgY,INV/26-27/1041,,9000.00,2027-01-10
order_PltUgblqnOvGA2,INV/26-27/1042,,749.00,2027-01-10
order_qOm0bYkhnWkW6I,INV/26-27/1043,27GILXF6625U1ZS,7546.00,2027-01-10
order_3dT3k6uQcMKOOQ,INV/26-27/1044,,8300.00,2027-01-11
order_D2GNWuEIQUrPrT,INV/26-27/1045,07KGLXZ4161U1ZG,52549.00,2027-01-11
order_DjlPJR0CSn6X71,INV/26-27/1046,,22649.00,2027-01-11
order_MWgL8sIeSzXbWE,INV/26-27/1047,,9300.00,2027-01-11
order_dvExg8FavvXOH3,INV/26-27/1048,,10149.00,2027-01-11
order_s3gegNzfPHhqKQ,INV/26-27/1049,,52549.00,2027-01-11
order_7SRH81v6Sxqlmb,INV/26-27/1050,,3500.00,2027-01-12
order_HbbDMX1A6AWc06,INV/26-27/1051,27YDWXV7356H1ZF,3849.00,2027-01-12
order_LZUe4ILGe15AKz,INV/26-27/1052,,3849.00,2027-01-12
order_UdBkwPPC5xoSt1,INV/26-27/1053,27HFFXD9856L1Z9,3146.00,2027-01-12
order_fr5kHWmU9UTQ4O,INV/26-27/1054,,4000.00,2027-01-12
order_IV5r9VvPqKRji6,INV/26-27/1055,,348.00,2027-01-13
order_VY3KnnaW7CqfKd,INV/26-27/1056,33SZTXJ9690S1Z2,1648.00,2027-01-13
order_burVuDKGlKozdo,INV/26-27/1057,,300.00,2027-01-13
order_wYzn7viGZKLIGu,INV/26-27/1058,,5949.00,2027-01-13
