gstin,invoice_no,invoice_date,taxable_value,igst,cgst,sgst,irn,irn_generated_at,gstr1_filing_period,supplier_gstr3b_filed,itc_availability
29MEIXN4599Q1ZH,INV/26-27/7000,2027-01-01,25044.55,0.00,2254.01,2254.01,92202a5172930169bdd875ee53b675251e1c92af19c7d3b356218dccf2296531,2027-01-01T09:15:00,2027-01,N,Yes
33LVUXA5786B1ZR,INV/26-27/7003,2027-01-21,28106.90,5059.25,0.00,0.00,f2b857213ff19b1b0a7dbe98953b1b654a5a31c0013f87ccd6d3b0cb2bbf6cb0,,,N,Yes
29ROOXP7841S1ZO,INV/26-27/7006,2027-03-31,24643.04,0.00,2217.88,2217.88,df5d0307c15beaa410168c741fe33e682368d2fadfb091469719b155794d24b3,,,Y,Yes
33VDUXA0937M1ZC,INV/26-27/7020,2027-03-03,1099.64,197.94,0.00,0.00,72122e7720f300b6fb3b0fd0a3119519a0039e333c738388399a9183566c48e2,,,Y,Yes
29BXHXZ7439M1ZT,INV/26-27/7007,2027-01-06,13220.22,0.00,1189.82,1189.82,651b66566d98dcfa61e6c8347fdc0c5453ded6c7ae72149dfb13e41523ceaa15,,,Y,Yes
33EYSXZ1661T1ZM,INV/26-27/7014,2027-02-09,22963.27,4133.39,0.00,0.00,,,,Y,No
29GCFXS5373V1ZP,INV/26-27/7021,2027-03-03,4293.45,0.00,386.42,386.42,706779286a24500234d132acd344f767bfc87ebcc5ba143f3f0a09f242f9aad7,,,N,Yes
07GXBXB3232B1ZS,INV/26-27/7004,2027-03-11,12609.21,2269.66,0.00,0.00,e969a489bea7c4f668ab72ffdc0ec899f8d7ab8db71bbe94670a7900521ffdfc,,,Y,Yes
06PKDXC5807A1Z1,INV/26-27/7022,2027-01-23,23941.16,4309.41,0.00,0.00,612cba491ed0dc974fbb3f13350b1b7c34de689f84dc3332a676dc1d8f7311c6,,,Y,Yes
07VPQXB3501K1ZZ,INV/26-27/7015,2027-03-28,11064.76,1991.66,0.00,0.00,d628d736f22baffbe8370bfdafa66ef6c7e9b6b0c9a50970fa335a5f1c741513,,,Y,Yes
07BIFXF5272Z1ZU,INV/26-27/7012,2027-03-02,11817.57,2127.17,0.00,0.00,be9840780bbac2412d92aaaf3f1d04d3f3d61197779aff4869204e5fb06f9ad7,,,Y,Yes
27LQDXV9713J1ZI,INV/26-27/7013,2027-01-05,2426.06,436.70,0.00,0.00,75a51089ee019e1152019f527eb2b69155887af62484f40357f85d8ba6077aa9,,,Y,Yes
29MEIXN4599Q1ZH,INV/26-27/7002,2027-03-01,37139.02,0.00,3342.52,3342.52,,2027-03-01T09:15:00,2027-03,Y,No
27NQDXU4992J1ZA,INV/26-27/7008,2027-01-15,6847.50,1232.55,0.00,0.00,7a57e37dc80bf3b8acd04016a18d24b1f5e06d970cf91620df7e3b3509d6468f,,,Y,Yes
07JRIXZ7344J1ZC,INV/26-27/7010,2027-03-29,17412.32,3134.22,0.00,0.00,0bfbc8a92ef1d6d88d33553495d2f0e140600eb5c9ac9b5a97b568d9eee893c7,,,Y,Yes
27NXTXZ1881W1ZV,INV/26-27/7011,2027-02-13,29042.22,5227.60,0.00,0.00,aa3957fe1aa6128a2b09e925319ef83aa7540fb4303c53d6aa785eaee59b7d90,,,Y,Yes
07ILWXI7616R1ZD,INV/26-27/7019,2027-01-20,7224.33,1300.38,0.00,0.00,59ac59ffc14452420718b200e5de91e423564e9dfa26a36bdf1c4717687ac081,,,Y,Yes
07GVYXW8435Z1ZW,INV/26-27/7016,2027-02-02,12545.74,2258.24,0.00,0.00,20355057d10e21ac2db029229801a68183a93e4c2693089f877ebecbfc0bcefd,,,Y,Yes
29CFRXU0627Z1ZE,INV/26-27/7005,2027-03-07,14708.10,0.00,1323.73,1323.73,c80fc77b4f7fcb6d28a74cb23b424caa84e371fdc07dfffdbbbf4c64e3b8fc77,,,Y,Yes
07NNXXW7901U1ZN,INV/26-27/7023,2027-01-22,27731.27,4991.63,0.00,0.00,efddc021bc181384191f1e5d3b5f7ffd336c0903e8422b8f09354c0d816d1a01,,,N,Yes
07PIYXT7189G1ZA,INV/26-27/7009,2027-03-12,12040.56,2167.31,0.00,0.00,09894ca7ac86fda915ed0fbbc7af5283a66655ca2a7130f0ef1eb287c47fabb5,,,Y,Yes
33SXXXM4254N1ZR,INV/26-27/7018,2027-03-21,28942.37,5209.63,0.00,0.00,2979b801a23eceeebcc317cd687ac9a149aefa9e9044e868c1fe842ca1a5997d,,,Y,Yes
24KYUXL0869D1ZG,INV/26-27/7017,2027-03-27,2807.53,505.36,0.00,0.00,,,,Y,No
