order_id,invoice_no,gstin,amount,invoice_date
order_6h44cuxI5QPnOt,INV/26-27/1001,,9599.00,2027-01-04
order_SeitbZBuCd1jX5,INV/26-27/1002,,7749.00,2027-01-04
order_cwM7LUottvdwPs,INV/26-27/1003,,33099.00,2027-01-04
order_nvz7jDkGNxKlMH,INV/26-27/1004,,2047.00,2027-01-04
order_za0urqMaW1Rxjw,INV/26-27/1005,27JHGXW3431M1Z6,9599.00,2027-01-04
order_8vIXNG4Mm9E7fR,INV/26-27/1006,,9349.00,2027-01-05
order_YHW3x9Qv0g8Sn4,INV/26-27/1007,,9399.00,2027-01-05
order_aHG1T7SkNH9jIu,INV/26-27/1008,,18449.00,2027-01-05
order_fWUrpC7NE7gMYk,INV/26-27/1009,,67649.00,2027-01-05
order_qg5TijMcjFHCU7,INV/26-27/1010,,57149.00,2027-01-05
order_2x6zi1PhaBHvg5,INV/26-27/1011,,10149.00,2027-01-06
order_7k4YOs5BDnZHB4,INV/26-27/1012,,1149.00,2027-01-06
order_9j33a2LA1CoANz,INV/26-27/1013,,1150.00,2027-01-06
order_VhiWAgiSVE7XCW,INV/26-27/1014,,29049.00,2027-01-06
order_cUcg0E5ZL6bXAj,INV/26-27/1015,,7499.00,2027-01-06
order_pRhrEzU422YBYJ,INV/26-27/1016,27MORXG8099Z1ZD,8349.00,2027-01-06
order_yPG5CqlkUZo6Yv,INV/26-27/1017,,4045.00,2027-01-06
order_yyTukKPfOXydei,INV/26-27/1018,27TMLXN2957D1ZV,36099.00,2027-01-06
order_A8eJM4x05QbuQG,INV/26-27/1019,27VZBXC8877I1ZY,9996.00,2027-01-07
order_M4xV2qdGflLDBu,INV/26-27/1020,,8200.00,2027-01-07
order_VwcQT2mxwWlwER,INV/26-27/1021,27YFQXQ6945F1ZP,6199.00,2027-01-07
order_bn2LKv97trPHJu,INV/26-27/1022,,12045.00,2027-01-07
order_d83pCaUnmlLb43,INV/26-27/1023,,5049.00,2027-01-07
order_m0QJJCVEFq0GrX,INV/26-27/1024,07OLUXT1623E1Z2,7600.00,2027-01-07
order_0jrwcoYl8HbzmP,INV/26-27/1025,,12149.00,2027-01-08
order_REH5R4vFyyjt0h,INV/26-27/1026,,699.00,2027-01-08
order_RRENk6pUlAMef8,INV/26-27/1027,,3046.00,2027-01-08
order_VQgo5q154dXDoo,INV/26-27/1028,,3047.00,2027-01-08
order_esijv3Tl0m414h,INV/26-27/1029,,21099.00,2027-01-08
order_mDJAU3xloX99Ls,INV/26-27/1030,,14599.00,2027-01-08
order_CSjbBRROkBmI3B,INV/26-27/1031,,1800.00,2027-01-09
order_LQeDYWJXDnZjGU,INV/26-27/1032,,46099.00,2027-01-09
order_YHwRQBLmexOLci,INV/26-27/1033,,1949.00,2027-01-09
order_iMxxAoPajXSugh,INV/26-27/1034,,7546.00,2027-01-09
order_kAH83ksqHH9HlO,INV/26-27/1035,,8149.00,2027-01-09
order_sMlfFYcR9BUayx,INV/26-27/1036,,7050.00,2027-01-09
order_zfIFWeuOUivxE2,INV/26-27/1037,,3300.00,2027-01-09
order_2ltsP4USGeVb4L,INV/26-27/1038,07HFUXU6847M1ZK,2750.00,2027-01-10
order_IG9V5mDjWh6aqz,INV/26-27/1039,,7249.00,2027-01-10
order_NGdLLLJOAzJsDq,INV/26-27/1040,,4300.00,2027-01-10
order_PGFX9rLHfDXisM,INV/26-27/1041,,4046.00,2027-01-10
order_RcesPhYHMwfuix,INV/26-27/1042,,12999.00,2027-01-10
order_SvtMPSUmyktqFy,INV/26-27/1043,,100049.00,2027-01-10
order_cO2vYEHyYur1rd,INV/26-27/1044,27KLUXE7652V1Z3,3996.00,2027-01-10
order_mpqMSZI6UpFUaV,INV/26-27/1045,,3400.00,2027-01-10
order_svWOz5p59Ju6Z1,INV/26-27/1046,,25549.00,2027-01-10
order_C3ICTAYuo74mre,INV/26-27/1047,,8250.00,2027-01-11
order_EmqMZENYwB2Edy,INV/26-27/1048,07OQRXE8001I1ZZ,14949.00,2027-01-11
order_ukWH3cJUxzcvsE,INV/26-27/1049,,6449.00,2027-01-11
order_68eihyb5Z0jpe2,INV/26-27/1050,,8799.00,2027-01-12
order_SA14vFgpkQbr14,INV/26-27/1051,,19600.00,2027-01-12
order_SdWEQaVPDQebmt,INV/26-27/1052,27NNWXX4845D1ZF,2100.00,2027-01-12
order_dvJYDJqCc9DubZ,INV/26-27/1053,,61599.00,2027-01-12
order_gcMJXkTDSHKJqH,INV/26-27/1054,,7950.00,2027-01-12
order_1UoR27PS88dtx7,INV/26-27/1055,,13299.00,2027-01-13
order_4TzX0iwDCGmstP,INV/26-27/1056,,38049.00,2027-01-13
order_Fbg3uAXG4V2Vvh,INV/26-27/1057,,4549.00,2027-01-13
order_Mcgcjyyo5SdIf7,INV/26-27/1058,,15649.00,2027-01-13
order_l8Z4eLrncMEyWu,INV/26-27/1059,07KWSXQ2385R1ZL,6849.00,2027-01-13
order_0I6thliAHfCrgC,INV/26-27/1060,,10899.00,2027-01-14
order_2EegSAbeDRxzaC,INV/26-27/1061,,250.00,2027-01-14
order_9TAWbJAEPEjOhk,INV/26-27/1062,,12200.00,2027-01-14
order_DXmzqWzxygYJbb,INV/26-27/1063,,12200.00,2027-01-14
order_FK5Oq81IRj8l5q,INV/26-27/1064,,2300.00,2027-01-14
order_GbOtEB7jaZTnAh,INV/26-27/1065,,250.00,2027-01-14
order_IsI9sgayWpCERc,INV/26-27/1066,07GJZXR2726B1ZB,250.00,2027-01-14
order_b45e7jZRi7cEcS,INV/26-27/1067,,7350.00,2027-01-14
order_c9tOAyC0BzNzIc,INV/26-27/1068,27EZJXO4125A1Z3,6999.00,2027-01-14
order_dYyF4HYH2Ws2mG,INV/26-27/1069,33PYTXS5193R1ZA,37500.00,2027-01-14
order_tNTjV8alWgsNlx,INV/26-27/1070,,3650.00,2027-01-14
order_w4SlXCzK3zqbQz,INV/26-27/1071,27YSTXG3151Y1ZI,20099.00,2027-01-15
order_zVkUDvG0mdB48L,INV/26-27/1072,07BKYXC0838O1Z2,1250.00,2027-01-15
order_N0Wwpl4QNKZFQh,INV/26-27/1073,,21500.00,2027-01-16
order_VC0iDdALuLhpIW,INV/26-27/1074,,16849.00,2027-01-16
order_atwp5JvFiGcqSt,INV/26-27/1075,,22649.00,2027-01-16
order_eBvh2aZxFBAZZE,INV/26-27/1076,07JYYXD6734U1ZI,799.00,2027-01-16
order_1slTrCI3lIewtr,INV/26-27/1077,,697.00,2027-01-17
order_7J0fQMimkTsmJ4,INV/26-27/1078,,7899.00,2027-01-17
