gstin,invoice_no,invoice_date,taxable_value,igst,cgst,sgst,irn,irn_generated_at,gstr1_filing_period,supplier_gstr3b_filed,itc_availability
29IRNXT7735U1ZJ,INV/26-27/7000,2027-01-01,41481.51,0.00,3733.34,3733.34,5a8148ce0583274b2fdb117517486c469eec5733982458471181df7ae0ef6acf,2027-01-01T09:15:00,2027-01,N,Yes
29SCBXY2659N1ZS,INV/26-27/7019,2027-02-24,29722.15,0.00,2675.00,2675.00,,,,Y,No
07YKFXX9632Z1ZH,INV/26-27/7014,2027-02-21,13018.74,2343.38,0.00,0.00,9d8c6cb96b24ec241ffbcd536455f903186d604fb71b74230514f1c50adf3214,,,N,Yes
29IRNXT7735U1ZJ,INV/26-27/7002,2027-03-01,35456.85,0.00,3191.12,3191.12,,2027-03-01T09:15:00,2027-03,Y,No
33BYRXR8813W1ZK,INV/26-27/7006,2027-02-27,18212.36,3278.23,0.00,0.00,b86fa2e48b617840d886ad077128c72abe7962fbf93b4388e26cb78724109aaa,,,Y,Yes
33YDBXK9719X1ZI,INV/26-27/7015,2027-03-17,9223.89,1660.31,0.00,0.00,0ddfd84e9cd25cb6283e76e70bc716a9febfb4eaac9a5b5d1413daf71a095cbc,,,Y,Yes
06UZDXI5129B1ZV,INV/26-27/7013,2027-02-19,24629.38,4433.29,0.00,0.00,c8599f1189b8cd9b886de9571481847345dac3d8fb8566a12405d5d70fb1c367,,,N,Yes
06WFJXX9019S1Z9,INV/26-27/7012,2027-01-11,17126.99,3082.86,0.00,0.00,e2c5fb58f2c85a80d0fdaf69611e7749054186b5217154925ea1696aad819ed2,,,Y,Yes
24QOHXU2624O1ZM,INV/26-27/7007,2027-02-20,26833.11,4829.96,0.00,0.00,1a1afe391a53d9c6d81a389d917d4147bf57378f7ce12ebcf1359ddbc871f5ca,,,Y,Yes
06BMQXF8682M1ZR,INV/26-27/7021,2027-01-21,15071.57,2712.89,0.00,0.00,9e039b94bb270867ccbd6e3d8d2cb8ed30b7e7b6e4e3105daa3aabc74cdd2f10,,,Y,Yes
33ZESXU7926C1ZY,INV/26-27/7020,2027-02-12,10632.09,1913.78,0.00,0.00,,,,Y,No
24JPXXV6141T1ZW,INV/26-27/7016,2027-03-22,16329.04,2939.23,0.00,0.00,76f1f7836ba1ad5168936742c73f6d2f8ef6cb4c2b4cf3eef19c8288fdb729d0,,,Y,Yes
24RJPXB5597T1ZA,INV/26-27/7005,2027-03-26,9013.03,1622.35,0.00,0.00,2bfbd8ef57a205683293fa2b71c7317d533a6728cda74ad3ab889b19de641e0e,,,N,Yes
33JIZXF2919T1ZN,INV/26-27/7008,2027-03-08,5908.84,1063.60,0.00,0.00,8e397b8068bd08d42544a314b13bb80f4e7b7069b47055fc32c1322dbe1e270c,,,Y,Yes
06KNNXB6203A1ZZ,INV/26-27/7018,2027-04-01,2816.96,507.06,0.00,0.00,3ac5fdf9cfacc91c86ff4c2166ab6898dee0527e1fa1a71a64622a7ce0837bb0,,,Y,Yes
07YTVXW2706W1Z5,INV/26-27/7011,2027-02-10,11966.67,2154.01,0.00,0.00,98e3977ca4a4c49f0948786821117e39839fc27fcc49f854a89c07d45e8750a4,,,Y,Yes
29JSQXG1618V1Z2,INV/26-27/7017,2027-03-19,7527.16,0.00,677.45,677.45,acbfe552a62b32b117d55663f0042b31a397d71907bd5c227e575124c9ea9f53,,,Y,Yes
33ZKLXV3581P1Z5,INV/26-27/7010,2027-02-08,26150.35,4707.07,0.00,0.00,2011578c0834d6a7dbe5124b0d7d39aaaf17a2f80462848a9d9e0d502a395698,,,Y,Yes
07JRSXS3525A1Z1,INV/26-27/7004,2027-03-22,26989.38,4858.09,0.00,0.00,7265bea30dd78303125e74e6cc68bca146729de534c6dd4cff8d17eef18f7440,,,Y,Yes
07MUZXJ5677R1ZE,INV/26-27/7023,2027-02-28,16066.09,2891.90,0.00,0.00,afd90f130c34e8347e4cb3fe1ab6c94e58c555f942d2a4b8e03cc1f0b37106f4,,,Y,Yes
07JCQXG9959A1ZK,INV/26-27/7009,2027-02-05,544.71,98.05,0.00,0.00,8095d06570d6345a898571a70aed32a8b8d668896ce549ee78bad7f9fca3a1ce,,,Y,Yes
07ANVXU9031K1ZN,INV/26-27/7022,2027-01-25,26638.51,4794.94,0.00,0.00,c6ede86b4e722cfd1dd7eae74a3706c67b88bea1034b8830c816e248cb05dc66,,,Y,Yes
29YUVXR9343I1ZF,INV/26-27/7003,2027-01-13,28720.83,0.00,2584.88,2584.88,8dbe091092c0e87f4f2322ed9ab9a3eefa2482e20368eb57e7608bd9180d2649,,,Y,Yes
