order_id,invoice_no,gstin,amount,invoice_date
order_4oVGIoAL94JFqA,INV/26-27/1001,,9150.00,2027-01-04
order_7nhm4FL1YEpysW,INV/26-27/1002,,12300.00,2027-01-04
order_byHEq7A0HEGxdW,INV/26-27/1003,,40049.00,2027-01-04
order_eAxgDr11qfIumV,INV/26-27/1004,,78049.00,2027-01-04
order_mWGi4uMbyjcNZv,INV/26-27/1005,,8749.00,2027-01-04
order_q6EZm7PHqQMZ0L,INV/26-27/1006,,449.00,2027-01-04
order_yn8iympmscYU27,INV/26-27/1007,,1450.00,2027-01-04
order_zGjJqJrC9NzU1R,INV/26-27/1008,,90099.00,2027-01-04
order_A8kkaweRCSBfai,INV/26-27/1009,,39000.00,2027-01-05
order_UhF5RV1x9S1Ilg,INV/26-27/1010,,6146.00,2027-01-05
order_V5kMbu1BMQhRvp,INV/26-27/1011,,3900.04,2027-01-05
order_dT7M4EN7dlhl0a,INV/26-27/1012,,1196.00,2027-01-05
order_nmxIf9kB8BvmOE,INV/26-27/1013,,19800.00,2027-01-05
order_oQljDAl3OHosmr,INV/26-27/1014,,950.00,2027-01-05
order_szpJOk00GwcNKS,INV/26-27/1015,,3900.00,2027-01-05
order_1DA91SleaBWozD,INV/26-27/1016,,10549.00,2027-01-06
order_2M3akI3ZwENjL7,INV/26-27/1017,07URUXS5211U1ZO,2549.00,2027-01-06
order_4kmgck1GtCLYRY,INV/26-27/1018,,849.00,2027-01-06
order_7Td7qJLYSrwbIu,INV/26-27/1019,,98000.00,2027-01-06
order_PvOkEHK6Konfdj,INV/26-27/1020,27USYXX6041D1Z4,6047.00,2027-01-06
order_U8rXr5VJpFENkE,INV/26-27/1021,,15600.00,2027-01-06
order_mhyf6bQivjevh1,INV/26-27/1022,,10600.00,2027-01-06
order_ohWuffvwLzDum6,INV/26-27/1023,,10549.00,2027-01-06
order_zLgS8U120l9TDq,INV/26-27/1024,07RHAXW0970Q1ZS,16800.00,2027-01-06
order_0XR8hJ9qkBccwd,INV/26-27/1025,,22549.00,2027-01-07
order_5NWy9aVKs1BUwE,INV/26-27/1026,,67599.00,2027-01-07
order_aHnUpoAPT0o3gK,INV/26-27/1027,,67599.00,2027-01-07
order_dVkuDFvMqCtEMh,INV/26-27/1028,,5749.00,2027-01-07
order_oEXou9HKm621JP,INV/26-27/1029,,1849.00,2027-01-07
order_2xQy6RfWv7IVa5,INV/26-27/1030,,24599.00,2027-01-08
order_BXpCSVFQaMiXkk,INV/26-27/1031,,10099.00,2027-01-08
order_Jhi9w7XhliNuru,INV/26-27/1032,,6849.00,2027-01-08
order_Rt58KuhcO0AMzs,INV/26-27/1033,,7700.00,2027-01-08
order_qie9wmHYRNROSu,INV/26-27/1034,,70649.00,2027-01-08
order_AjR7Fi2niBPIBv,INV/26-27/1035,,5997.00,2027-01-09
order_F0R7TH28X8AI0O,INV/26-27/1036,,30000.00,2027-01-09
order_R5tHv9PtRhM4ou,INV/26-27/1037,,5550.00,2027-01-09
order_bBRpdanLGVrUGH,INV/26-27/1038,33MAEXV3741T1Z8,22049.00,2027-01-09
order_olAchXcMKAIchK,INV/26-27/1039,,1098.00,2027-01-09
order_uXcwBRYIp17c6G,INV/26-27/1040,,2899.00,2027-01-09
order_liovmDNDAdRLTC,INV/26-27/1041,,9700.00,2027-01-10
