gstin,invoice_no,invoice_date,taxable_value,igst,cgst,sgst,irn,irn_generated_at,gstr1_filing_period,supplier_gstr3b_filed,itc_availability
07GYSXX4125B1ZL,INV/26-27/7022,2027-03-27,26167.84,4710.22,0.00,0.00,d898dedb5695d4c5a32feb9c050ab1e72e1ec369bdc0d7a08e757fbf9aa5822d,,,Y,Yes
07CEOXW5294F1ZB,INV/26-27/7013,2027-02-11,27613.02,4970.35,0.00,0.00,09c9d65ed674584330dead41f1e1378430fc47aa7d9ae28f0e9b2d443bda6b16,,,Y,Yes
24GGUXJ7735C1ZM,INV/26-27/7012,2027-03-06,623.08,112.16,0.00,0.00,fa6291fab5d03940b572ce9c9c98de1e00b4656772f5e4d8989b2a869a35d5db,,,Y,Yes
07NXDXT3776E1ZE,INV/26-27/7023,2027-01-04,28075.93,5053.67,0.00,0.00,344cd13be387f3a148463a01159010222677c036d76cf334be3a4db6078fd295,,,Y,Yes
29YMMXB0064O1ZO,INV/26-27/7020,2027-04-01,27545.07,0.00,2479.06,2479.06,,,,Y,No
27RIWXN0614P1ZN,INV/26-27/7018,2027-02-22,26832.18,4829.80,0.00,0.00,6aa5953706e236c23319e273c358c3c5f2788af74d5660e4360ddb7f57112f8c,,,Y,Yes
06MURXG3404P1ZI,INV/26-27/7006,2027-02-04,4704.01,846.73,0.00,0.00,,,,Y,No
33HUBXO9897F1ZI,INV/26-27/7009,2027-02-20,27709.69,4987.75,0.00,0.00,bb51cf56af4c12cd31833b033250edcb5919c147c2d94f669049b6ea4d98eebc,,,Y,Yes
06GVJXH8860Z1ZN,INV/26-27/7011,2027-02-09,29024.72,5224.45,0.00,0.00,,,,Y,No
29YPUXT2540I1Z3,INV/26-27/7007,2027-01-19,15845.58,0.00,1426.11,1426.11,9d80b5108a157851f3f2e65d98d985ac5f98abdb1290a025cc88f6d427be71c5,,,N,Yes
29JMLXG3825D1ZF,INV/26-27/7019,2027-02-03,20031.30,0.00,1802.82,1802.82,60d2df6bbaa767ff7cf5cbba3dc08249ab427b344c5f9388dc92fc0c89e185c2,,,Y,Yes
29MMHXF8010J1Z9,INV/26-27/7016,2027-01-07,3517.44,0.00,316.57,316.57,a4d13d9eac3441e79aae181b394b2575d148f1ebe59f6fd22f5077d5e4d942cc,,,Y,Yes
24NFBXK8959K1Z6,INV/26-27/7017,2027-01-20,18840.02,3391.21,0.00,0.00,4408df7b91157277c38f038c673b48eb301a6c0cf8e70a7266926fb5732df758,,,Y,Yes
07SFKXJ5578V1ZA,INV/26-27/7003,2027-01-19,17640.17,3175.24,0.00,0.00,e7acddf3b480bdb72b129914ecd3a622d8de88e59b5834739be9cda279814785,,,Y,Yes
07FVOXU0047V1ZX,INV/26-27/7021,2027-01-14,25897.71,4661.59,0.00,0.00,9a796900c3ad0360775b257dad040da4e6a41918aec0f81016cc8bf3714ae40c,,,Y,Yes
06CZBXV0163K1ZR,INV/26-27/7014,2027-03-05,26737.04,4812.67,0.00,0.00,f2bad97b89b4eff60c3dff9b60296e5dfed194fa85bc5d1a5aebf6421b149ee2,,,Y,Yes
29TYXXD6492U1ZW,INV/26-27/7002,2027-03-01,17984.52,0.00,1618.61,1618.61,,2027-03-01T09:15:00,2027-03,Y,No
29TYXXD6492U1ZW,INV/26-27/7000,2027-01-01,16413.48,0.00,1477.22,1477.22,e12eb1cd4c18c37623e1054ad7bcd9b17d385a3764d3f8a23dc521e201dfe1f9,2027-01-01T09:15:00,2027-01,N,Yes
29RQKXA2835B1ZA,INV/26-27/7008,2027-01-26,5441.90,0.00,489.78,489.78,,,,Y,No
29KAPXW4669H1ZZ,INV/26-27/7010,2027-02-13,12581.61,0.00,1132.35,1132.35,d0c2d7967c5edbc6ed80014e3763b897262fcc3c603a8eee393401db118dd88e,,,Y,Yes
27JYIXD9660K1Z9,INV/26-27/7004,2027-02-19,22292.19,4012.60,0.00,0.00,4209170967a9fa82fbf4a2b8d544250dce7a75707f2defb56e3eb94d8e5a9ff4,,,Y,Yes
07UPBXN3115D1ZG,INV/26-27/7005,2027-01-15,15809.91,2845.79,0.00,0.00,b66a7b1643a4d47df336bc4739b7485992c6f1608d7f2249e3115e12dca5164c,,,Y,Yes
06JJRXF0932Y1ZN,INV/26-27/7015,2027-03-03,7098.06,1277.66,0.00,0.00,0ac94ff9030f1465d707c04d32fa0984fdd94e28d770cf2ab4f6af7843c24013,,,Y,Yes
