order_id,invoice_no,gstin,amount,invoice_date
order_3gUGKtxeuh8XCb,INV/26-27/1001,,6199.00,2027-01-04
order_3Ya6Mnn5pMXS2j,INV/26-27/1002,,3950.00,2027-01-05
order_dynDXG2AvqvSu2,INV/26-27/1003,,13649.00,2027-01-05
order_rJmEZI9aLa951L,INV/26-27/1004,,499.00,2027-01-05
order_zK71gDdzgjvFel,INV/26-27/1005,,19200.00,2027-01-05
order_3rBATcNJLviWAI,INV/26-27/1006,,4699.00,2027-01-06
order_6KH9XDvDswwnOe,INV/26-27/1007,,4249.00,2027-01-06
order_YFRlpRqi0eXbxu,INV/26-27/1008,,11599.00,2027-01-06
order_Ywoqp4vgWqOvCq,INV/26-27/1009,,9100.00,2027-01-06
order_dPWbY7DxxuxidR,INV/26-27/1010,,5449.00,2027-01-06
order_eKOHmDH5xwutfo,INV/26-27/1011,29ICZXF8972Z1ZX,6150.00,2027-01-06
order_toV665XL688sGE,INV/26-27/1012,,64000.00,2027-01-06
order_yh93s0vYgCZq1z,INV/26-27/1013,,5850.00,2027-01-06
order_54lZKnt3OSiDLA,INV/26-27/1014,,75149.00,2027-01-07
order_BXvppSUyX0sI52,INV/26-27/1015,,20095.00,2027-01-07
order_H71qwGRBqL9f0D,INV/26-27/1016,33RHZXO8259D1ZT,3049.00,2027-01-07
order_HL7VSTrAxnYRKi,INV/26-27/1017,,2998.00,2027-01-07
order_PwplIXStYHaqI3,INV/26-27/1018,,5699.00,2027-01-07
order_ZNdB7hGyXLyHNd,INV/26-27/1019,,98149.00,2027-01-07
order_tS4asNrB6FPl1T,INV/26-27/1020,,3549.00,2027-01-07
order_JhXc5TZWgjudOG,INV/26-27/1021,,6949.00,2027-01-08
order_SzypNshXHcQbbu,INV/26-27/1022,,7949.00,2027-01-08
order_ZZRxjbEHoyEUWb,INV/26-27/1023,,16899.00,2027-01-08
order_jmbxnvzThzPIAx,INV/26-27/1024,,1800.00,2027-01-08
order_HcORsYxq6NfpDb,INV/26-27/1025,,5200.00,2027-01-09
order_ImuNjK4oG1O47v,INV/26-27/1026,,9799.00,2027-01-09
order_Nb51CM6kfRHmoh,INV/26-27/1027,,82149.00,2027-01-09
order_O5pATCyZVpJvVj,INV/26-27/1028,,82149.00,2027-01-09
order_oJjKZDam4QLDhg,INV/26-27/1029,,14049.00,2027-01-09
order_1gqYYqzyoAXDpB,INV/26-27/1030,,448.00,2027-01-10
order_GTt961fkCgKawX,INV/26-27/1031,29IBBXL3233W1ZB,6047.00,2027-01-10
order_VVDOWYW5hUO2IU,INV/26-27/1032,,1047.00,2027-01-10
order_hycLU71D7Eg7HJ,INV/26-27/1033,27FPOXP8401X1Z2,14400.00,2027-01-11
order_l4pcTjs5TUsNSC,INV/26-27/1034,,8249.00,2027-01-11
order_uB2WytM36OEYUW,INV/26-27/1035,,5899.00,2027-01-11
order_xLCX3mzEJkgBmq,INV/26-27/1036,27WXOXS8217K1ZM,3300.00,2027-01-11
order_0bfKiWUr5QCYHe,INV/26-27/1037,,25000.00,2027-01-12
order_4C51zPFY530Eop,INV/26-27/1038,,9450.00,2027-01-12
order_4yz8140U1i6xKA,INV/26-27/1039,,1596.00,2027-01-12
order_5F0Kyjk2EJpW8a,INV/26-27/1040,,12449.00,2027-01-12
order_NmQ9cuzEBVqPGw,INV/26-27/1041,,5800.00,2027-01-12
order_Q3wyK8CVCkHgRL,INV/26-27/1042,,41000.00,2027-01-12
order_eQto15WmJPUXBW,INV/26-27/1043,27HLJXF0375S1ZW,10199.00,2027-01-12
order_uPm7QK8r7rMZs5,INV/26-27/1044,,2045.00,2027-01-12
order_uYgVs9qAJtc1d5,INV/26-27/1045,,73549.00,2027-01-12
order_zHqoeJx8vN8XCO,INV/26-27/1046,27LEUXV6871Z1ZP,6600.00,2027-01-12
order_76LqdYsC5y1q25,INV/26-27/1047,,11449.00,2027-01-13
order_BYpZaulDG1DXWH,INV/26-27/1048,,46549.00,2027-01-13
order_DjYHuZnyYpDIAH,INV/26-27/1049,,62099.00,2027-01-13
order_Ke3YjQbeXbAHzo,INV/26-27/1050,,20000.00,2027-01-13
order_fazmoa6IEHINeA,INV/26-27/1051,,10199.00,2027-01-13
order_qQNcabMvuFt86R,INV/26-27/1052,,3097.00,2027-01-13
order_1f04XCzKelneUZ,INV/26-27/1053,,28049.00,2027-01-14
order_F91ruXEq30DWkt,INV/26-27/1054,27AOAXA7848O1Z3,649.00,2027-01-14
order_aFIUmwkg1fSGHB,INV/26-27/1055,,898.00,2027-01-14
order_kbjI8tYonGLEQZ,INV/26-27/1056,,399.00,2027-01-14
order_B41NEj2KH1g4Bz,INV/26-27/1057,,11599.00,2027-01-15
order_E7AbZdRj1OQeFH,INV/26-27/1058,,8049.00,2027-01-15
order_EOcVNo97pOfZo0,INV/26-27/1059,,4900.00,2027-01-15
order_ME81jsn45pZ764,INV/26-27/1060,,2049.00,2027-01-15
order_VhMqbKF53H03fV,INV/26-27/1061,,14400.00,2027-01-15
order_bVdCVBu3iinhV2,INV/26-27/1062,,700.00,2027-01-15
order_l0b2g7DkSQdkyW,INV/26-27/1063,,2950.00,2027-01-15
order_poOQiHSPaJPzqT,INV/26-27/1064,29BHOXO8598T1Z2,3150.00,2027-01-15
order_3I6iAr7jssCVev,INV/26-27/1065,,28500.00,2027-01-16
order_EC0v8PFOUZrE8P,INV/26-27/1066,,1849.00,2027-01-16
order_FYrdgooVPCakyx,INV/26-27/1067,,3250.00,2027-01-16
order_PSW6yTjJfLMQzD,INV/26-27/1068,,5500.00,2027-01-16
order_PuwFq8c4YcKzqn,INV/26-27/1069,,5500.00,2027-01-16
order_XziVqlSUJHmyv7,INV/26-27/1070,,15499.00,2027-01-16
order_YQ8HDPk6ce6FTw,INV/26-27/1071,,3950.00,2027-01-16
order_efEpS9ltwmRdEq,INV/26-27/1072,,19099.00,2027-01-16
order_jTUUyMegHGN8gB,INV/26-27/1073,,8600.00,2027-01-16
order_zbD2OUM5IjWbq0,INV/26-27/1074,,599.00,2027-01-16
order_0xlxexv7qMRWMH,INV/26-27/1075,,3996.00,2027-01-17
order_4iDUk9mcejUUTr,INV/26-27/1076,,1850.00,2027-01-17
