gstin,invoice_no,invoice_date,taxable_value,igst,cgst,sgst,irn,irn_generated_at,gstr1_filing_period,supplier_gstr3b_filed,itc_availability
27SJJXB2827D1ZN,INV/26-27/7012,2027-02-01,11681.19,2102.62,0.00,0.00,cd7417c68cae40f7e1db811c51f7c86a741c27285aa5b965a14aaf343731acac,,,Y,Yes
29VEHXP6056G1Z4,INV/26-27/7016,2027-01-13,10227.28,0.00,920.46,920.46,e96a48740c7d12c355773b1130fe1db4b435a24ff553e4899ee5f37d42dc85d9,,,Y,Yes
06DXDXP5594E1ZQ,INV/26-27/7017,2027-01-31,13397.47,2411.55,0.00,0.00,5544b9f2c44c9e147d61d56635bedad8604107083dadd09f38b7b1193a607cf3,,,N,Yes
27ULDXK0062U1ZO,INV/26-27/7010,2027-03-24,780.70,140.53,0.00,0.00,2ae2cedff0c397bae50a39f6acd5d5815fdb9de3448c387272ad965f4a9c1761,,,Y,Yes
07KTCXY1615P1ZG,INV/26-27/7013,2027-02-16,3128.54,563.14,0.00,0.00,f0861fb2d93f539c208a81277f6851408695907ab6c90da50b0187afabcb462a,,,Y,Yes
24SCQXB8996G1Z5,INV/26-27/7006,2027-02-15,21932.88,3947.92,0.00,0.00,,,,Y,No
29KTXXZ3522L1ZU,INV/26-27/7002,2027-03-01,21409.95,0.00,1926.90,1926.90,,2027-03-01T09:15:00,2027-03,Y,No
06NLTXC2251K1Z8,INV/26-27/7005,2027-02-17,23604.36,4248.79,0.00,0.00,523a8b0ccc3febea210a334f062cc5e083a6797fd68fba85f4e51d344b6a03f2,,,Y,Yes
06JWRXQ1538X1ZK,INV/26-27/7009,2027-02-13,21670.53,3900.70,0.00,0.00,6dae82c391f746b6d78998ff1f0cefe36e9d947b8b2234a6790ae70185bf47f4,,,Y,Yes
06LCXXM5084Y1ZA,INV/26-27/7003,2027-01-11,15456.44,2782.16,0.00,0.00,782c1563115c6ffeea4e42b7aea7b2f89d7ba92366e46f864648a71cfec8d84e,,,Y,Yes
33TFTXP3071I1Z5,INV/26-27/7007,2027-03-28,22602.60,4068.47,0.00,0.00,591c908ff3fee094066f59cc18280e86fffe4a369cbceff35e87df812f76260c,,,Y,Yes
06XYCXP9036J1Z1,INV/26-27/7023,2027-01-30,13520.04,2433.61,0.00,0.00,20bbda875d1d3c77d71d6264ca970c251fa1a324bb75e076f9ed4b34a53d31ac,,,Y,Yes
27NVDXV0687U1ZL,INV/26-27/7019,2027-03-19,6303.97,1134.72,0.00,0.00,8713f3a12030b6ab60e391b82c734a47b896218573a809a92ef0f8df6919ff6e,,,N,Yes
29BQWXP9139O1ZX,INV/26-27/7015,2027-03-18,10892.45,0.00,980.33,980.33,022d6bbce4a42786b9d57043d04e760501675937f243e784083b6dcca0b6b0f0,,,Y,Yes
06ZGIXO5334V1ZE,INV/26-27/7004,2027-03-20,18746.10,3374.30,0.00,0.00,636012c040e0069ebccaf157cb870e42a08ce8350afaee732e5c4ef8eb355cbb,,,Y,Yes
24BDLXG3309L1Z4,INV/26-27/7022,2027-02-11,4571.81,822.93,0.00,0.00,09cda5f80ed0e3a8f6da447f04d39f418d9e5efdb50e05c500ba0c2e4edd9438,,,Y,Yes
07OEHXO9277S1ZG,INV/26-27/7021,2027-03-14,6786.33,1221.54,0.00,0.00,a93c1d99285e2b1434f028448082881db1a04a2c4ccd18bdd533c919f5a51fa1,,,Y,Yes
07EUEXI9388E1ZR,INV/26-27/7008,2027-03-14,26264.22,4727.56,0.00,0.00,c05b6c7dbd425f83cc59b764848c9bbcf9d4cffc7c544749254cffccd00cf782,,,Y,Yes
06GYBXV8578F1Z9,INV/26-27/7011,2027-01-16,619.73,111.56,0.00,0.00,882443abc85e1ccbcf6537b2bdb55b8ffe319eee7dfc97beaf4b8493bfb6be4f,,,Y,Yes
29KTXXZ3522L1ZU,INV/26-27/7000,2027-01-01,19297.71,0.00,1736.80,1736.80,831c948a97c3e4a1aab27192590728ffecad07fd103d0e60efb17da5a62024c0,2027-01-01T09:15:00,2027-01,N,Yes
27HWBXO3167Y1ZT,INV/26-27/7014,2027-02-08,28677.64,5161.98,0.00,0.00,,,,Y,No
27INIXZ8941Q1Z0,INV/26-27/7018,2027-02-28,28805.26,5184.95,0.00,0.00,5061eab1f92195127197d10ad9702e4cc13cd17df3b88d05664354099f603a24,,,Y,Yes
07XUDXU0113E1Z0,INV/26-27/7020,2027-03-07,21093.86,3796.90,0.00,0.00,1fc05be5ee66d7a05a52463e91b81d6d3c70964b81294547da31a301d6899fe2,,,Y,Yes
