gstin,invoice_no,invoice_date,taxable_value,igst,cgst,sgst,irn,irn_generated_at,gstr1_filing_period,supplier_gstr3b_filed,itc_availability
29BGNXQ1875L1Z1,INV/26-27/7018,2027-02-04,13197.17,0.00,1187.75,1187.75,078c69a16fbf17c19041d9e0a4d295e8b8c05c7980424b317552dae1c9ec7cc5,,,Y,Yes
06VETXH8588M1ZE,INV/26-27/7004,2027-01-05,18249.62,3284.94,0.00,0.00,,,,Y,No
29YGIXM9394F1ZM,INV/26-27/7005,2027-02-19,8692.54,0.00,782.33,782.33,,,,N,No
27QBTXB3812G1ZV,INV/26-27/7014,2027-03-17,20595.94,3707.27,0.00,0.00,bb757ed7cb3facace2bf5ca9b18e56dced06d91c0ae681696f29832c913eee20,,,Y,Yes
29ZSQXS7236F1ZX,INV/26-27/7000,2027-01-01,54747.04,0.00,4927.24,4927.24,8693df419bc2faa19b7d14919399e7125bcbe808f48f9f59d822af4aab8ddf67,2027-01-01T09:15:00,2027-01,N,Yes
27WJDXJ1696O1ZL,INV/26-27/7017,2027-02-05,5641.59,1015.49,0.00,0.00,0b28519b8b97dfe8428cefe3ff006f016d8ef1d77f7cbd4dc5c981e3e65848b7,,,Y,Yes
27DNDXB6461Y1ZN,INV/26-27/7011,2027-01-10,7003.32,1260.60,0.00,0.00,5cb5fa8e383f9565f0a11143af73b0b3918fd649396d08ad0c3317295015aadc,,,Y,Yes
24SEDXB7364Q1Z9,INV/26-27/7019,2027-03-19,21776.23,3919.73,0.00,0.00,c63b2673863db4b699baed0c5e60be53286e3c1ba7191aaaf698f17843664bcf,,,Y,Yes
07RVIXV6536A1ZJ,INV/26-27/7008,2027-01-31,10513.63,1892.46,0.00,0.00,714323e74c6422adb3f268fbb873d1b98e1676969cb22f0392f3dc6a04369c16,,,Y,Yes
24BANXM6828R1ZC,INV/26-27/7016,2027-01-29,28997.41,5219.54,0.00,0.00,d3da5ddd57a7ea0ec34159c840dcdd0b77afe174d3b24d882af2303d7cad5ac8,,,Y,Yes
29LGFXC1210G1ZB,INV/26-27/7020,2027-03-27,21256.20,0.00,1913.06,1913.06,9e26a9c05033b094d76efb5c4858ace42a25d8b2c453861b1e34b6024ee6d67c,,,Y,Yes
06AYGXB8659B1Z4,INV/26-27/7023,2027-03-11,14218.72,2559.37,0.00,0.00,df9e5ac8c220b80b41768b1a51616af361c004357ea3ad0d235d470cc844140a,,,Y,Yes
33ICRXN0547T1Z5,INV/26-27/7009,2027-01-17,7159.94,1288.79,0.00,0.00,9a7180613a821e45a78c812914aacd5c91e0d8358c1b3244b29aecbcbdc3881d,,,Y,Yes
33TCUXN6303L1Z9,INV/26-27/7021,2027-02-10,7711.19,1388.02,0.00,0.00,2f2742dad55a0c4d00b67e34b473b0033b119229830c23d8ee675fe747ffbd04,,,Y,Yes
29ZSQXS7236F1ZX,INV/26-27/7002,2027-03-01,68248.34,0.00,6142.36,6142.36,,2027-03-01T09:15:00,2027-03,Y,No
27RWPXG5816B1ZO,INV/26-27/7015,2027-03-17,18157.24,3268.31,0.00,0.00,9eb90721a7f3e333aa52c27b9cb73b9fe726263895a2f122517342de26fabc52,,,Y,Yes
27LSRXG9829M1Z0,INV/26-27/7007,2027-03-11,12928.48,2327.13,0.00,0.00,36fc810b256dbf42d3aa7f229d450fce5217c29a9796b243c157256881e98070,,,Y,Yes
27AUAXA7333X1ZL,INV/26-27/7012,2027-02-03,11719.59,2109.53,0.00,0.00,bd5582a7357d651653744bc1c9e2d50d16462f23943225b51f8503385d0b1d28,,,Y,Yes
33VIIXC5667S1ZM,INV/26-27/7022,2027-02-03,6675.86,1201.66,0.00,0.00,4b022ed5095dab28e36a934c354e3f955efd6adf40632a47a0d8a06515ef692b,,,N,Yes
33SMJXC9177N1ZL,INV/26-27/7010,2027-02-21,16014.07,2882.54,0.00,0.00,b423b96db6b0f91308001398f60181fc2052a948d06884579a45c80a4375a437,,,Y,Yes
27VWNXM5363F1Z6,INV/26-27/7006,2027-01-21,13189.83,2374.17,0.00,0.00,,,,Y,No
06WEAXJ6782L1Z4,INV/26-27/7013,2027-01-24,22130.21,3983.44,0.00,0.00,50c32e1a856a75b2362e3c70830455f855c89b5fc1135a54e49a8bbf267e2a8e,,,Y,Yes
06EHOXC3565Z1ZQ,INV/26-27/7003,2027-03-12,7068.41,1272.32,0.00,0.00,c1aa7fbf56bdfbe7de76e3765ad92062b02d1c952e591a46d65ef625b5b0058d,,,Y,Yes
