order_id,invoice_no,gstin,amount,invoice_date
order_rBncazKxnAYV1I,INV/26-27/1001,,6599.00,2027-01-04
order_1Y3uoZH351iR4e,INV/26-27/1002,29VRWXN0656F1Z8,9249.00,2027-01-05
order_OhxH1OIzbvbeEv,INV/26-27/1003,27XSJXV5839Q1ZF,4646.00,2027-01-05
order_2r4Ug2XMpsOxVG,INV/26-27/1004,,55649.00,2027-01-06
order_FVhS3mtCtrM2oL,INV/26-27/1005,,5849.00,2027-01-06
order_WS7eudqt4BKKjN,INV/26-27/1006,,9949.00,2027-01-06
order_HpmoP3lYi6RGAx,INV/26-27/1007,,43549.00,2027-01-07
order_OAGYCrH7fFmIv3,INV/26-27/1008,,8699.00,2027-01-07
order_vxcbrpT78oDzOh,INV/26-27/1009,,43549.03,2027-01-07
order_z7OzLqnJBWSbin,INV/26-27/1010,,9996.00,2027-01-07
order_BtpOBX9cGi1vHX,INV/26-27/1011,,349.00,2027-01-08
order_KMPiEh50ThdYWx,INV/26-27/1012,,84000.00,2027-01-08
order_gVg3QhfFsElYMc,INV/26-27/1013,07HYBXU8898S1Z9,2098.00,2027-01-08
order_W46whJC8Zqsbyi,INV/26-27/1014,29VUKXB0724G1ZV,14550.00,2027-01-09
order_EdJeM8B8uMFE99,INV/26-27/1015,,6249.00,2027-01-10
order_Myg0zGzeDSip76,INV/26-27/1016,,6099.00,2027-01-10
order_Pib1tYIR5lmEmf,INV/26-27/1017,29TOIXF5483L1ZE,6025.30,2027-01-10
order_ixfqifym1mWE6S,INV/26-27/1018,,600.00,2027-01-10
order_Hulkqmp6nRbN8Z,INV/26-27/1019,,10149.00,2027-01-11
order_KR1MICy108RWeC,INV/26-27/1020,,3000.00,2027-01-11
order_eR5MSEAsk5wf4a,INV/26-27/1021,,4596.00,2027-01-11
order_fIKsb9WFfZZus7,INV/26-27/1022,,45099.00,2027-01-11
order_ms14YjhwTdBj6V,INV/26-27/1023,27CTZXE0648G1ZV,16849.00,2027-01-11
order_rbWl15v9fryO7Z,INV/26-27/1024,33SYBXN6891H1Z8,23500.00,2027-01-12
order_yVuq7IN8m12k3t,INV/26-27/1025,,1998.00,2027-01-12
order_PK4I5mqUuaPi2Z,INV/26-27/1026,07FTCXU7924H1ZQ,11149.00,2027-01-13
order_f1bp6LNLPazX4C,INV/26-27/1027,07KPZXL9007C1ZV,23000.00,2027-01-13
order_qll30ThZ2HXRRj,INV/26-27/1028,,2499.00,2027-01-13
order_2LwiKxx5IdOGIh,INV/26-27/1029,,650.00,2027-01-14
order_a26q5BR3FCRM3i,INV/26-27/1030,,4699.00,2027-01-14
order_wDd7WJ5z81JUid,INV/26-27/1031,,5245.00,2027-01-14
order_K1a1e3K1tKi7vO,INV/26-27/1032,,31500.00,2027-01-15
order_a4EU3qxdw1zCri,INV/26-27/1033,07TDAXP5399S1ZK,1699.00,2027-01-15
order_sLy7frtc4mIQwS,INV/26-27/1034,,8399.00,2027-01-15
order_tBSIvdku6HVOp5,INV/26-27/1035,,18549.00,2027-01-15
order_JoEBl0P2oYMAID,INV/26-27/1036,,3097.00,2027-01-16
order_9kqz5v2yvD1OXC,INV/26-27/1037,,6899.00,2027-01-17
order_V6Fag1akrzTtP4,INV/26-27/1038,29PTUXJ7901F1ZE,7800.00,2027-01-17
order_jBr15idK1JgwpH,INV/26-27/1039,33JZKXB1419I1Z1,55649.00,2027-01-17
order_k4U98omhMKQlll,INV/26-27/1040,,31549.00,2027-01-17
order_p6wqseO5oNvdH1,INV/26-27/1041,,31549.00,2027-01-17
order_FIbknQVLeWPXcm,INV/26-27/1042,,1699.00,2027-01-18
order_IWFrdw3JD1LMqA,INV/26-27/1043,,3996.00,2027-01-18
order_JXMfeoiSmokoP4,INV/26-27/1044,29BXDXK3589Q1Z1,4546.00,2027-01-18
order_kKkeCKJRKf6lZ1,INV/26-27/1045,,13499.00,2027-01-18
