gstin,invoice_no,invoice_date,taxable_value,igst,cgst,sgst,irn,irn_generated_at,gstr1_filing_period,supplier_gstr3b_filed,itc_availability
33AWIXC2083K1Z7,INV/26-27/7023,2027-02-05,6366.52,1145.98,0.00,0.00,e75316676511354631225687fd6cbc258bf0f6ee76cb23aa491b531dce548970,,,Y,Yes
27JOZXD4285U1ZX,INV/26-27/7003,2027-01-10,29963.72,5393.47,0.00,0.00,c7b84061e1160c8483c0cdd6fca348047e468905a9ee40203e3f94e130b91344,,,Y,Yes
27JAQXI6353B1Z0,INV/26-27/7010,2027-03-27,2068.38,372.31,0.00,0.00,,,,N,No
07ZSOXD1842M1ZD,INV/26-27/7006,2027-02-27,2406.76,433.22,0.00,0.00,,,,N,No
24LLFXJ7480C1ZJ,INV/26-27/7005,2027-02-08,29072.42,5233.04,0.00,0.00,f8819f3ebce00c5bc894c809d21bc2b9a752d074f1d0d96adee6f5db7f66f1f2,,,Y,Yes
07XLRXP8515M1Z6,INV/26-27/7013,2027-01-17,1492.52,268.66,0.00,0.00,06387d7108d9456b54fdf4aa8761c43cabf2b4e02b0a21540616f3050cdeabf1,,,N,Yes
24MZBXQ3749G1ZJ,INV/26-27/7014,2027-03-30,25633.81,4614.09,0.00,0.00,79acdb09ca688e62c1b9e43409df1f221ca2bfb585bb6b7797d5201a06fbc35b,,,Y,Yes
29YFJXO2523D1ZG,INV/26-27/7011,2027-03-19,1602.05,0.00,144.19,144.19,d6912288146533a5235c6ded4e41b6234d89198dfe710baf99b8a28627b2905b,,,Y,Yes
27ZCNXK5987F1ZV,INV/26-27/7019,2027-02-12,24743.77,4453.88,0.00,0.00,9291d979fb26c29a2c3716b20ab7d86a5bf368e1b0c3cd676caaa91dd6bae3d6,,,Y,Yes
29YNJXB3615W1Z6,INV/26-27/7016,2027-03-20,28312.39,0.00,2548.12,2548.12,815ce10270df1fb3576eed668c4bb69b7b2648fef2db434d5ec2cedae5906daf,,,Y,Yes
06WRAXC2507A1ZS,INV/26-27/7009,2027-01-31,27160.21,4888.84,0.00,0.00,318d9ee3daa3623ea6ba101282cf3c8ff569e4c4371eeda0eae5ced6ee71c280,,,Y,Yes
33NHBXI4793T1ZV,INV/26-27/7004,2027-02-16,26706.02,4807.09,0.00,0.00,ee6615af9f1a90047f94be24fb485796b1ee85319ab910d8c92d8457a06b7afe,,,Y,Yes
29CVCXG6517V1Z9,INV/26-27/7021,2027-03-12,23891.16,0.00,2150.21,2150.21,3015671a76b77326286036231e6096be9d050ab2a4e83604bac3675cb15374c0,,,Y,Yes
24HGYXB4872B1ZR,INV/26-27/7022,2027-02-17,8209.95,1477.80,0.00,0.00,54ab50911bf51a9bdb7545c0899ef51f0e276e725ba722e6f9b9b73521f72703,,,N,Yes
06MKKXT1183P1ZO,INV/26-27/7012,2027-03-05,6837.90,1230.83,0.00,0.00,735ca6bc9a8e53e04295be93845cff1f8d2040e4197947005116e53dba023016,,,Y,Yes
07WZSXX2507R1Z8,INV/26-27/7007,2027-03-06,21182.55,3812.86,0.00,0.00,e9eefc01de508b92a51375e17dc3785da8003414c6b53ea6fcbef1f6ed8cf141,,,Y,Yes
33VFVXO8266B1Z2,INV/26-27/7008,2027-01-11,10034.99,1806.30,0.00,0.00,,,,Y,No
29EMJXM6937U1Z6,INV/26-27/7000,2027-01-01,16779.79,0.00,1510.19,1510.19,b3f07b594ab3417d1a2881654656fea2d2bfd7dd3dd6beee0a4f272347e77bc8,2027-01-01T09:15:00,2027-01,N,Yes
29BXWXY0994P1ZB,INV/26-27/7015,2027-01-12,12488.17,0.00,1123.94,1123.94,1916debcfe22c139f2ae8af527b441c1f7d81cb268eab6fabdfefa5bcd056a8f,,,Y,Yes
29EMJXM6937U1Z6,INV/26-27/7002,2027-03-01,15771.74,0.00,1419.46,1419.46,,2027-03-01T09:15:00,2027-03,Y,No
24QOHXN6168G1ZV,INV/26-27/7018,2027-03-07,12769.70,2298.55,0.00,0.00,dacc8ad18ddae0df56658dd478b1e7bba1ab8edc6464185f6bfd738bc667eeea,,,Y,Yes
24UKXXD7690X1ZP,INV/26-27/7017,2027-03-16,15602.59,2808.47,0.00,0.00,c88bf607ee12bd39be59d541e5d714e2ff688ba8c430d24c86fb159c22adbbbe,,,Y,Yes
33CGZXE1577D1ZT,INV/26-27/7020,2027-03-20,5947.49,1070.55,0.00,0.00,,,,Y,No
