gstin,invoice_no,invoice_date,taxable_value,igst,cgst,sgst,irn,irn_generated_at,gstr1_filing_period,supplier_gstr3b_filed,itc_availability
06TNBXF1610Z1ZQ,INV/26-27/7016,2027-02-10,14067.20,2532.10,0.00,0.00,f80c910d16043f9707340a2fdcde7a61f6cc1e702ec9796880117d69db088e71,,,N,Yes
06HOLXD0761G1ZL,INV/26-27/7013,2027-03-27,25638.41,4614.92,0.00,0.00,3e0cb7943075e44848d2b23a8bd54dedbfe12fff4f02132dcd1be21a51646c3a,,,Y,Yes
33GOTXL8120O1ZR,INV/26-27/7011,2027-03-22,9343.44,1681.82,0.00,0.00,8058c54ce834c0717c9b895551ef990e8912ef437859ffa8e6a4440403385464,,,N,Yes
29IWFXF1658R1Z7,INV/26-27/7002,2027-03-01,13903.44,0.00,1251.31,1251.31,,2027-03-01T09:15:00,2027-03,Y,No
33CUOXL0114K1ZA,INV/26-27/7007,2027-02-06,14990.51,2698.30,0.00,0.00,c1224e6d199ba70354f5aba58020cf5e4c68cba233fa18952ab5707bada9cdb6,,,Y,Yes
33QDBXE0871K1ZZ,INV/26-27/7010,2027-01-21,2117.24,381.11,0.00,0.00,05451d6e8e95f34ad5b3fe061ed8d40c08f6ea04524636798bd4952477d6813f,,,Y,Yes
24QZSXP2190G1Z6,INV/26-27/7004,2027-01-04,3784.19,681.16,0.00,0.00,a8c947dc741a7b29dbeaca652826866ca35d7e8b932a82cc90ca5afc31d24ded,,,Y,Yes
24PTEXR7677D1ZJ,INV/26-27/7014,2027-02-28,5363.74,965.48,0.00,0.00,d3e7749ebb7263108eb9facdf0f59fec1fa01eaec519d001e33054bcf1d4931c,,,N,Yes
29IWFXF1658R1Z7,INV/26-27/7000,2027-01-01,9315.63,0.00,838.41,838.41,ef0d6c898798f41c9aef28afb259d6917914d098c39b27501c797c16d188967e,2027-01-01T09:15:00,2027-01,N,Yes
24GSNXN8056C1Z0,INV/26-27/7009,2027-02-21,15403.23,2772.59,0.00,0.00,3672efa055a7988b2d36dbfb59262d688ca5501764fefe04140c3727e420248c,,,Y,Yes
33XIOXD0914H1ZK,INV/26-27/7012,2027-02-14,16775.85,3019.66,0.00,0.00,5db6f5f8cd62fe2a392c5e52f66b9b163130c9668ace6b4d9d8fdd3d6b6c06ae,,,Y,Yes
27GSJXG4336Z1Z3,INV/26-27/7023,2027-01-10,1678.12,302.07,0.00,0.00,8f8eccb076b228c3bf6c38b5d5e07a2e20bfbd05c1d123abbff0263ef471b445,,,Y,Yes
06UZUXW1906G1ZX,INV/26-27/7022,2027-02-01,16527.99,2975.04,0.00,0.00,d91c4d3ad727d590d3e4b4cdefed27a627c26e8c4f0fc6c2a9cdcfd42a6447d0,,,N,Yes
06AXWXB8293H1ZG,INV/26-27/7008,2027-01-15,3326.09,598.70,0.00,0.00,6220a48ae5fa7c8996429b5dc8df48a8c34dc3d430154859c022111e4d7ff23e,,,Y,Yes
29MWJXY3094F1Z3,INV/26-27/7006,2027-03-31,9235.46,0.00,831.20,831.20,51a21dc4dbbabe418ec038c910397db77d2d453d00e71c17c3404b19a3993ae6,,,Y,Yes
07PTRXA5398A1ZR,INV/26-27/7015,2027-01-20,16723.18,3010.18,0.00,0.00,e947609491080261a02fb9b1a00fac9489102880d67c28c2594807f373f2bf8b,,,Y,Yes
29RBYXH9540Q1ZH,INV/26-27/7020,2027-02-18,19104.03,0.00,1719.37,1719.37,,,,N,No
07AOPXX5920Z1ZW,INV/26-27/7021,2027-02-20,11449.81,2060.97,0.00,0.00,d3c909e50a2569c6f09e9ce81b483c8cfefa5bbfbaadb930cfb85f6c59386764,,,Y,Yes
29ZCQXR6606O1ZG,INV/26-27/7005,2027-01-11,18620.51,0.00,1675.85,1675.85,f07f04b8cb37217ed3fab10c77d299364cbd570d03b52732e77844b441293266,,,Y,Yes
06FCUXO9890E1Z8,INV/26-27/7018,2027-01-09,7647.32,1376.52,0.00,0.00,86fab7191e34a0f8b4da08ed8c6c3f178b5602687dc77934653851d28ed0742a,,,Y,Yes
29PIAXW8598W1ZL,INV/26-27/7003,2027-01-05,10743.31,0.00,966.90,966.90,efa2cc529b9c6cd68fa10f9d2f18a1141238fc9c5c65be8a150f4fd60daca24d,,,Y,Yes
06CERXI6050O1ZH,INV/26-27/7019,2027-02-10,6641.55,1195.48,0.00,0.00,07819793d0ead3bb963b97662d39849a4b6ac715328665327e4ca7ee17a6c675,,,Y,Yes
29IHMXS2835H1Z6,INV/26-27/7017,2027-01-15,29066.01,0.00,2615.95,2615.95,,,,Y,No
