order_id,invoice_no,gstin,amount,invoice_date
order_8bi8kgGAyJxKIo,INV/26-27/1001,,10047.00,2027-01-04
order_IVkzA4JZPBX2xr,INV/26-27/1002,,998.00,2027-01-04
order_azzfDkRon1v08k,INV/26-27/1003,,9349.00,2027-01-04
order_fNZYt9aULlimth,INV/26-27/1004,29DTKXR7210D1Z2,19400.00,2027-01-04
order_95Fpck6RsyFr6t,INV/26-27/1005,,23000.00,2027-01-05
order_np4uIR2wfSLwuH,INV/26-27/1006,,9800.00,2027-01-05
order_HWtrOHDheeeunC,INV/26-27/1007,,1600.00,2027-01-06
order_ahX6sSHWEah5mx,INV/26-27/1008,,90149.00,2027-01-06
order_fdiRPxRiAl7kQB,INV/26-27/1009,,38049.03,2027-01-06
order_rScB8ndeYvPL1k,INV/26-27/1010,,38049.00,2027-01-06
order_frX0kDBwVjPnAZ,INV/26-27/1011,,9096.00,2027-01-07
order_vAuwp7VahSbpjm,INV/26-27/1012,,9096.00,2027-01-07
order_S4DVXTzbVQ2YQb,INV/26-27/1013,,3699.00,2027-01-08
order_aAKUJaITxQ2IBx,INV/26-27/1014,,1300.04,2027-01-08
order_g9JNdTcCVz8pbH,INV/26-27/1015,,1300.00,2027-01-08
order_c2MC01C9p9cXm9,INV/26-27/1016,33OLJXH2869Q1ZN,3950.00,2027-01-09
order_dq0NRDwVLZLtpM,INV/26-27/1017,,500.00,2027-01-09
order_nyJGjMexiBLru2,INV/26-27/1018,,2647.00,2027-01-09
order_JmObCXsuo7Gp9E,INV/26-27/1019,,10299.00,2027-01-10
order_Uac99WJeNdB0Vd,INV/26-27/1020,,11500.00,2027-01-10
order_lJvyp5Pvemxxya,INV/26-27/1021,,1349.00,2027-01-10
order_3ww04gXMXLpdOQ,INV/26-27/1022,,57149.00,2027-01-11
order_PxWwlIRH4CgJMA,INV/26-27/1023,,4045.00,2027-01-11
order_vZ7FgdNeMkXmcd,INV/26-27/1024,,747.00,2027-01-11
order_yNiZFOuWpR3H41,INV/26-27/1025,,14200.00,2027-01-11
order_yqCaxCefzNOl96,INV/26-27/1026,,14200.00,2027-01-11
order_55sIbs9Ue94Pf5,INV/26-27/1027,,3599.00,2027-01-12
order_P6W8AFWXZRF39n,INV/26-27/1028,,3349.00,2027-01-13
order_audbmjq3tIAZZK,INV/26-27/1029,27VGTXR3019B1ZB,3349.00,2027-01-13
order_cazJjnH44Ycmse,INV/26-27/1030,,9096.00,2027-01-13
order_tpv7qETZN8Ph1B,INV/26-27/1031,,4050.00,2027-01-14
order_EzRhzVQIsW82pk,INV/26-27/1032,,5048.00,2027-01-16
order_7nhRXnZCMy28yG,INV/26-27/1033,,33099.00,2027-01-17
order_9C3mGskIGXi1VX,INV/26-27/1034,,10050.00,2027-01-17
order_CCSRVtBtkPAvxr,INV/26-27/1035,,21149.00,2027-01-17
order_ik2AGNkwdZlvW7,INV/26-27/1036,,2299.00,2027-01-18
order_Cexq1z9xjsevHb,INV/26-27/1037,,11800.00,2027-01-19
order_LbapwpQKm4mBU5,INV/26-27/1038,,11800.00,2027-01-19
order_S1rAMtgCpXBmBn,INV/26-27/1039,,7199.00,2027-01-19
order_zP9Jsr1KL4lTA6,INV/26-27/1040,,8799.00,2027-01-20
order_M0RUiJ3K1wKK70,INV/26-27/1041,,7199.00,2027-01-21
order_a1oYUorTu9VCVl,INV/26-27/1042,,4546.00,2027-01-22
order_CiVlcfsKViftot,INV/26-27/1043,,4400.00,2027-01-23
