order_id,invoice_no,gstin,amount,invoice_date
order_YFR3I3wwb6yilE,INV/26-27/1001,,2649.00,2027-01-04
order_40GXWF6mGNJfNA,INV/26-27/1002,,58649.00,2027-01-05
order_7Rfbk96dMtAArP,INV/26-27/1003,,14899.00,2027-01-05
order_Arh11eexr0SmAY,INV/26-27/1004,,3146.00,2027-01-05
order_Dqy2P4dj0WQXMj,INV/26-27/1005,,2800.00,2027-01-05
order_E2y2HBStzPa7Lt,INV/26-27/1006,,398.00,2027-01-05
order_OdVAN6AgNyx4au,INV/26-27/1007,,3147.00,2027-01-05
order_XOcbjdjZq61JCV,INV/26-27/1008,33WTJXO2723Y1ZR,3147.00,2027-01-05
order_suvlOE2YfylRhd,INV/26-27/1009,,9599.00,2027-01-05
order_CNTMsIFFmGas3u,INV/26-27/1010,,299.00,2027-01-06
order_XvOGHCYXrMUfip,INV/26-27/1011,,31599.00,2027-01-06
order_b85p4LJyVqEbE6,INV/26-27/1012,,1348.00,2027-01-06
order_zBOrbYjHstgESj,INV/26-27/1013,27SWGXU3826Y1Z9,2399.00,2027-01-06
order_1A7Pybxry6ynlc,INV/26-27/1014,,37099.00,2027-01-07
order_M5gRYhqgfDIRfm,INV/26-27/1015,27UIMXA7163Z1Z5,2648.00,2027-01-07
order_iBha5EQKMwQAPd,INV/26-27/1016,,7149.00,2027-01-07
order_jSxYKhKOfhzPAA,INV/26-27/1017,,17549.00,2027-01-07
order_m4pHGizeisbjYZ,INV/26-27/1018,,98099.00,2027-01-07
order_5rdyhbshAKHftp,INV/26-27/1019,,18699.00,2027-01-08
order_CQMdlRDmJ4D2Ds,INV/26-27/1020,33EIEXW6499O1ZN,10799.00,2027-01-08
order_NBd2yz6hLOSp9X,INV/26-27/1021,,3399.00,2027-01-08
order_WWiSpxyKhvy2su,INV/26-27/1022,,10349.00,2027-01-08
order_nQdfzVSh4VoxA6,INV/26-27/1023,,17299.00,2027-01-08
order_0XB8bujG9RIFfn,INV/26-27/1024,07DRLXF1937U1ZI,20500.00,2027-01-09
order_8PqWI3jOLw65Ut,INV/26-27/1025,,3449.00,2027-01-09
order_8cTAq1r5i4Ryf9,INV/26-27/1026,,4650.00,2027-01-09
order_8vwqiavA9FnWZP,INV/26-27/1027,,8900.00,2027-01-09
order_H2iZBfZRnLZoUO,INV/26-27/1028,,60099.00,2027-01-09
