gstin,invoice_no,invoice_date,taxable_value,igst,cgst,sgst,irn,irn_generated_at,gstr1_filing_period,supplier_gstr3b_filed,itc_availability
27YTGXL0354A1Z2,INV/26-27/7018,2027-03-10,13862.89,2495.33,0.00,0.00,f6a2a9d2e695d9a33bbe463e41dec98f3c18650fc4e526f402a26ee91bc26d75,,,N,Yes
29RRWXC7046B1ZP,INV/26-27/7005,2027-03-29,26384.51,0.00,2374.61,2374.61,b46b3847bf25e819aa5a29e05d96c9ccb51402ef0e28ea998c0120d97af4371f,,,N,Yes
29ISAXH6069O1ZH,INV/26-27/7008,2027-03-27,28172.21,0.00,2535.50,2535.50,039398c461679275474ec39bc664d42bcf107b8ac76c0fc44cecf3d81df701b9,,,Y,Yes
24NZOXQ4831M1ZZ,INV/26-27/7011,2027-01-18,19842.35,3571.63,0.00,0.00,ea55900f1811393dc69ac95eb7233e422ae2644926643c112841c273bfb9fed6,,,Y,Yes
06AUFXW8538E1ZS,INV/26-27/7015,2027-03-20,15588.49,2805.93,0.00,0.00,a8fd418b9fa0fc18f7e3820fec014459fa70f3a947e5e8dec3430172a7e37e47,,,Y,Yes
24VLUXE1838M1ZO,INV/26-27/7017,2027-03-29,16621.79,2991.93,0.00,0.00,50eb84c9b31f98976e1b4d9cbb07a276c9e68d9697adaad31ded431a0f10a7c4,,,Y,Yes
33FSXXJ4731G1ZY,INV/26-27/7006,2027-03-07,21394.97,3851.10,0.00,0.00,623534d82905d964a2e6ee813589f47472173e7d80c481f780d93a4dae7fe2df,,,Y,Yes
29ZONXX6885R1Z1,INV/26-27/7014,2027-02-05,4052.66,0.00,364.74,364.74,e0a9e40c18dcf5cdb88dd40b32270e1f53fdce2305612f726b357c08491a9195,,,Y,Yes
07DSEXL7976D1ZX,INV/26-27/7010,2027-03-23,22862.72,4115.29,0.00,0.00,,,,N,No
29VAXXR3444J1ZT,INV/26-27/7003,2027-01-05,6584.02,0.00,592.57,592.57,d8298bc1d8d11d1e1322d588cbf71cec68de915d4f7bd7857f29bb2407601cc8,,,N,Yes
33DUJXY5422S1Z8,INV/26-27/7004,2027-01-21,26551.18,4779.22,0.00,0.00,ed55b98a1cd43d7bb3d10fba2a43206d305124cd59e087dfbb9ba7b3e1e0d143,,,Y,Yes
24SAPXD4783H1ZL,INV/26-27/7016,2027-03-26,12324.98,2218.50,0.00,0.00,18a39e9506417edf15ac517753b64cd26eefc08e6656ac4eb850ac9140e8a989,,,Y,Yes
06ONWXS7684B1ZG,INV/26-27/7019,2027-02-25,2820.08,507.62,0.00,0.00,3bfff4308ab43d0981f837d01a40cc691362ecc0bf212fc7b69d9db20dbb0b56,,,Y,Yes
29MBPXC0177W1ZX,INV/26-27/7000,2027-01-01,23195.73,0.00,2087.62,2087.62,62475a6415603ddd79481f72a1696660888ecf121433b27190caff2031ad5cb2,2027-01-01T09:15:00,2027-01,N,Yes
33FTMXA0462H1ZI,INV/26-27/7021,2027-01-05,21261.14,3827.01,0.00,0.00,b915f3ebf83d3378fbc93a20cee8d14c3b52f7e15321f0a811a613aaf00eee85,,,N,Yes
07LTIXJ9343N1ZB,INV/26-27/7013,2027-04-01,25223.51,4540.24,0.00,0.00,a02b98742329b72803ba7be36de0271edb5f9c522bcd39e84f36a800fa246bba,,,Y,Yes
29MBPXC0177W1ZX,INV/26-27/7002,2027-03-01,35701.45,0.00,3213.14,3213.14,,2027-03-01T09:15:00,2027-03,Y,No
07AORXR4195C1Z2,INV/26-27/7012,2027-03-13,15033.92,2706.11,0.00,0.00,a667e040b50a0955eaaed1a1ef1fdc323d9c9cf6a03b26b05a5a7062e0f2130f,,,Y,Yes
07IIHXB8412Z1ZT,INV/26-27/7023,2027-01-10,8336.44,1500.56,0.00,0.00,425860436c41aa9385ec56f5c7ecf42bcf09620ca60cee33070566bc481868a6,,,N,Yes
27GCNXU8464I1Z3,INV/26-27/7020,2027-01-11,23699.02,4265.83,0.00,0.00,f8f280c990b31d090759b137055cfa2ce3f3780a4e65cc5aaef56f24fc81ed6a,,,N,Yes
24EEAXJ5743T1ZH,INV/26-27/7009,2027-03-19,26474.51,4765.42,0.00,0.00,35ce91699aab2ad8bbdfe59af665b12960e9ce79adb8aaa779789ce2301d393a,,,Y,Yes
24NWHXD6593L1ZC,INV/26-27/7007,2027-03-02,28256.32,5086.14,0.00,0.00,2f46c3c41c31e99bbd126cbf8e2b80a80fb5801252d17a6cddc6a15a2436bece,,,Y,Yes
27DDXXP1158R1ZW,INV/26-27/7022,2027-03-11,28629.95,5153.40,0.00,0.00,495ad961766f02a59b34278ffcfa759d11bc1ac5d5cb7c5ae75356db12c03449,,,Y,Yes
