order_id,invoice_no,gstin,amount,invoice_date
order_GqmZmxO6Cyr4Zf,INV/26-27/1001,33ENFXY4855W1Z6,67649.00,2027-01-04
order_O9gIaqKrQQhoMG,INV/26-27/1002,,5149.00,2027-01-04
order_ODLdj1na8KywxF,INV/26-27/1003,,4150.00,2027-01-04
order_QqkvPQS5XQ8PYq,INV/26-27/1004,,16800.00,2027-01-04
order_f62hxcBXNl1nrp,INV/26-27/1005,,1649.00,2027-01-04
order_hVXqlXugsLZWFj,INV/26-27/1006,,14000.00,2027-01-04
order_0xOBxg1zrdiyfK,INV/26-27/1007,,1849.00,2027-01-05
order_8u1IgUjtGDyKsr,INV/26-27/1008,,8149.00,2027-01-05
order_SEcamBkzGMCJ5v,INV/26-27/1009,,11349.00,2027-01-05
order_Wu0pg1lnLw860x,INV/26-27/1010,,3147.00,2027-01-05
order_d022rBk8N5ChtR,INV/26-27/1011,,8600.00,2027-01-05
order_kq6DegntsMwdKv,INV/26-27/1012,,6147.00,2027-01-05
order_puQub6KmxzGmQE,INV/26-27/1013,,16499.00,2027-01-05
order_xJ8mrqpiWK2Nk4,INV/26-27/1014,,1699.00,2027-01-05
order_1Y7gX82G6lhqyw,INV/26-27/1015,,12249.00,2027-01-06
order_57bJpmTxxxPl5e,INV/26-27/1016,,67549.00,2027-01-06
order_Fxh1Z0WiJmxVIe,INV/26-27/1017,,1099.00,2027-01-06
order_IdgTIxjDYUXXyH,INV/26-27/1018,,4649.00,2027-01-06
order_oaZRGd01lP6nj0,INV/26-27/1019,,11749.00,2027-01-06
order_wOXQqNvlr1nAKO,INV/26-27/1020,,6700.00,2027-01-06
order_6CBp9aieAelRAW,INV/26-27/1021,29ZARXT0958F1ZX,7996.00,2027-01-07
order_BfabrEQZS2oELz,INV/26-27/1022,,5949.00,2027-01-07
order_HeKfwcfYbnhJWQ,INV/26-27/1023,,8250.00,2027-01-07
order_UBKAXESFhCQjx9,INV/26-27/1024,,62149.00,2027-01-07
order_lHDLDDyCwnab9H,INV/26-27/1025,,4299.00,2027-01-07
order_5d4E5nC9J29X4y,INV/26-27/1026,27GORXG4468H1ZV,350.00,2027-01-08
order_APLWt0GeeoNVC0,INV/26-27/1027,,78049.00,2027-01-08
order_dRxFAb2DJkbW2f,INV/26-27/1028,,1499.00,2027-01-08
order_jETfKoSy10MhMp,INV/26-27/1029,,8999.00,2027-01-08
order_kq1TQf81ndKbW4,INV/26-27/1030,,11100.00,2027-01-08
order_v1mQUaWxYZRgXf,INV/26-27/1031,,350.00,2027-01-08
order_y3LuQrJogs4vwe,INV/26-27/1032,,1799.00,2027-01-08
order_9uZQTddZxIJdjA,INV/26-27/1033,29QGCXL3667C1ZJ,8250.00,2027-01-09
order_HCvLENEFlUmxZr,INV/26-27/1034,07PDVXV7183S1Z3,4550.00,2027-01-09
