order_id,invoice_no,gstin,amount,invoice_date
order_F3RzYafFHWCYor,INV/26-27/1001,07RNJXC9053S1ZE,8799.00,2027-01-04
order_PfyxlD9dIs1y47,INV/26-27/1002,,3750.00,2027-01-04
order_SZea4CMYe2tFPz,INV/26-27/1003,,2600.00,2027-01-04
order_pLxCfx7Kzjj7Iv,INV/26-27/1004,,2850.00,2027-01-04
order_5onq4NtHJAfRfc,INV/26-27/1005,,1596.00,2027-01-05
order_KfyVG1oyLXw2xp,INV/26-27/1006,,3149.00,2027-01-05
order_bF6ebwDccixmM2,INV/26-27/1007,,9549.00,2027-01-05
order_i48BQqsPoLaHyo,INV/26-27/1008,,4546.00,2027-01-05
order_857O3uowRezzvR,INV/26-27/1009,,4200.00,2027-01-06
order_acPEGCtzWEfOVW,INV/26-27/1010,,18800.00,2027-01-06
order_znwYvodFp9KihG,INV/26-27/1011,,6600.00,2027-01-06
order_ZYig6ReenzjjNv,INV/26-27/1012,,74099.00,2027-01-07
order_csD5FYfezrgxmU,INV/26-27/1013,,6649.00,2027-01-07
order_3AJ6BC8u4MLHTi,INV/26-27/1014,,35049.00,2027-01-08
order_BQ2jGtT6eeKGXx,INV/26-27/1015,,2149.00,2027-01-08
order_GpliYkGh3hUeyu,INV/26-27/1016,,946.00,2027-01-08
order_UPYGnpRPXAWoOO,INV/26-27/1017,,7249.00,2027-01-08
order_mHEWGteOh2DXx7,INV/26-27/1018,,946.00,2027-01-08
order_xT4ahYlY9TncBL,INV/26-27/1019,,2397.00,2027-01-08
order_yy6qbzfKimA1AO,INV/26-27/1020,,898.00,2027-01-09
order_GUHStWPtvMjl18,INV/26-27/1021,33OHAXY6923I1Z9,1648.00,2027-01-10
order_Pw3b46cthrxMWV,INV/26-27/1022,,14749.00,2027-01-10
order_XU4IL67a8aA06B,INV/26-27/1023,,16149.00,2027-01-10
order_xrjnXvLcz6JlXx,INV/26-27/1024,,6249.00,2027-01-11
order_G0cuVhNzfOlqAi,INV/26-27/1025,,42099.00,2027-01-12
order_PsWlvjKT58wkjO,INV/26-27/1026,,11200.00,2027-01-12
order_Wf6j3DZTYyGBYx,INV/26-27/1027,,11996.00,2027-01-12
order_YdUk9lCSPvNrjR,INV/26-27/1028,,4799.00,2027-01-12
order_dt7kcYn4bKebwp,INV/26-27/1029,33KJUXN9748F1ZT,4741.02,2027-01-12
order_lKAEMBxHOtL0zK,INV/26-27/1030,,11851.04,2027-01-12
order_aPtFx74vIwi15k,INV/26-27/1031,,3399.00,2027-01-13
order_gYGWWYUjlCCLMU,INV/26-27/1032,,19800.00,2027-01-13
order_NdZGTOKbAxLzaJ,INV/26-27/1033,,2549.00,2027-01-14
order_lxxzsSmLTpca1W,INV/26-27/1034,,9600.00,2027-01-14
order_oPYb9kN66bSDeL,INV/26-27/1035,,3950.00,2027-01-14
order_oeibKZEMAB6hgE,INV/26-27/1036,,67549.00,2027-01-14
order_Dx3NlEAGrF5F05,INV/26-27/1037,27SEYXM2566T1Z7,5499.00,2027-01-15
order_MGrckmeDx0FpXK,INV/26-27/1038,,2449.00,2027-01-15
order_MVncotUnVIN9HC,INV/26-27/1039,,948.00,2027-01-15
order_R9UI7I0LtDF9Wh,INV/26-27/1040,29PWSXR4460W1Z3,8549.00,2027-01-15
order_ciHVOOsoiksYk7,INV/26-27/1041,27QKKXD1239D1ZO,5249.00,2027-01-15
order_27U0KioZTT7MZo,INV/26-27/1042,27PNPXE3103N1Z1,1245.00,2027-01-17
order_akWKuOMBUb5blY,INV/26-27/1043,,92000.00,2027-01-17
order_0Qy4kaH36msxWd,INV/26-27/1044,,16299.00,2027-01-18
order_Nw2Tj7PsjfXBrN,INV/26-27/1045,27BVPXW3064X1ZL,2997.00,2027-01-18
order_QdNZFELwmtDWiX,INV/26-27/1046,,9449.00,2027-01-18
order_VefSTLlh17uOeS,INV/26-27/1047,,9349.00,2027-01-18
order_0IApfrMr6CHMmn,INV/26-27/1048,,9450.00,2027-01-19
