gstin,invoice_no,invoice_date,taxable_value,igst,cgst,sgst,irn,irn_generated_at,gstr1_filing_period,supplier_gstr3b_filed,itc_availability
06IESXT1581U1ZL,INV/26-27/7015,2027-03-23,649.16,116.85,0.00,0.00,27c196be92535f913e00c7b8f6e057bf5d22251114e919716a46f0c27fb31db1,,,N,Yes
24ZWAXB1925B1ZC,INV/26-27/7012,2027-03-26,6589.22,1186.06,0.00,0.00,489e80bd3851cb3cf408bf6956eb11050101d037abbb9d42b2c8d73bdda76827,,,Y,Yes
33IMLXL1646V1ZM,INV/26-27/7016,2027-03-18,28346.67,5102.41,0.00,0.00,729fc3ba801767b499da4f5e3ed2cd6040669eb0b5402f0bf3f3e5694c02101a,,,Y,Yes
24SLWXN5918D1ZU,INV/26-27/7020,2027-02-02,27927.34,5026.93,0.00,0.00,3f882bd2b932e8ce8cc5d7c57139203d81c76cc2f0e9384cf53af533e324f84f,,,Y,Yes
07WGRXP7020N1ZQ,INV/26-27/7007,2027-03-02,6545.83,1178.25,0.00,0.00,ee5cd90afce1a28d7902adad019c2dc01a9bf0f7e86866418fd07776aa5a3d18,,,N,Yes
24SZTXC5009E1ZO,INV/26-27/7018,2027-03-08,19394.20,3490.96,0.00,0.00,,,,Y,No
07TIGXD2565E1ZM,INV/26-27/7004,2027-03-31,22186.62,3993.60,0.00,0.00,0e9b8c114b9146b2d6c2c92c24f1d0935e2477adf8a4e96e6482a8aebd713606,,,Y,Yes
06KGUXA3609E1ZW,INV/26-27/7021,2027-03-06,20289.99,3652.20,0.00,0.00,f34fb420cf61b27fc1e7e1e1a464443c94fd8ec7cb7f2ce972858a29fbedb8c8,,,Y,Yes
07GVOXH0346K1ZT,INV/26-27/7010,2027-02-26,14340.58,2581.31,0.00,0.00,4948d2faa0f6d5d5c4feb1fb3391153a17c22956c293a4eaef1097c72c5d1215,,,Y,Yes
06VWAXX9221L1Z2,INV/26-27/7023,2027-03-16,20644.47,3716.01,0.00,0.00,66d7f53e877a76a0610ae8a7fd3617e7623be8345fbf50fa2d12ab38e7286308,,,Y,Yes
29KCZXV6129D1Z3,INV/26-27/7005,2027-01-05,29171.27,0.00,2625.42,2625.42,0434983e6f2f248b0ec716f7123a017c04580f9eda2ef3e222d0f0213b8258a7,,,N,Yes
29IYXXX6282K1ZB,INV/26-27/7009,2027-01-29,24812.51,0.00,2233.13,2233.13,0c3061124800ff8254fbd397a8f1285b3cacff56b8d9f6303f9e6a9656976382,,,Y,Yes
07GBHXA3882U1ZD,INV/26-27/7006,2027-03-15,17935.07,3228.32,0.00,0.00,0438ff933590feccee59d8308a73c73f1d4d6e0dc21d709f8ca75376e7b477e6,,,Y,Yes
24WPCXO4855A1Z5,INV/26-27/7017,2027-03-23,11283.99,2031.12,0.00,0.00,3991f3a8b0910e4575da23c4bf768eb5e187d76a1e574ed8a30681f4fd15e7a8,,,Y,Yes
24VEHXM9308Z1ZD,INV/26-27/7019,2027-03-29,10478.92,1886.21,0.00,0.00,b6eb8880e8b357022fc6419fb659656b6a443478f11b490d7870fa947eb0dbb8,,,Y,Yes
29JFUXF1572Q1ZV,INV/26-27/7000,2027-01-01,19375.72,0.00,1743.82,1743.82,6d796d80e72476986ee63fae8a4c000180865fbafac08e0f271391907590ed7e,2027-01-01T09:15:00,2027-01,N,Yes
33APRXM8708E1Z7,INV/26-27/7011,2027-02-19,19831.75,3569.72,0.00,0.00,78969f4158772050f47e99c1f99022d41296d9f65da8558017726d6f28ffce89,,,Y,Yes
29XQXXX2222O1ZO,INV/26-27/7014,2027-03-06,13375.46,0.00,1203.80,1203.80,7b37a56f4ad4c4e3a80e4738aaba3b4ab3dc755fac44051e7983d0553fa956b6,,,Y,Yes
27FHYXE2867I1Z4,INV/26-27/7003,2027-02-05,28552.26,5139.41,0.00,0.00,17869ead905f738473d451ddd7b40384e9803f2ed843f71303e1f57d35aa3bbf,,,Y,Yes
33OAMXE0252A1ZQ,INV/26-27/7008,2027-02-02,29124.64,5242.44,0.00,0.00,adade6cc8dd1339584b2d768c7b8908717b4facfbacf6f784c35db4ec02c1982,,,N,Yes
06NRFXT8591Y1ZE,INV/26-27/7022,2027-03-07,1158.37,208.51,0.00,0.00,5f04428524d2f6ca1894a413de0ef8aa727f26e8c24366a5328cfe875ac0ccbe,,,Y,Yes
29JFUXF1572Q1ZV,INV/26-27/7002,2027-03-01,31097.31,0.00,2798.76,2798.76,,2027-03-01T09:15:00,2027-03,Y,No
24KYYXI4091C1ZJ,INV/26-27/7013,2027-03-29,17921.38,3225.85,0.00,0.00,831ccf26630ce7215b9183ae8fe2c935348abfed7125d77bad862e6860ca71c6,,,Y,Yes
