gstin,invoice_no,invoice_date,taxable_value,igst,cgst,sgst,irn,irn_generated_at,gstr1_filing_period,supplier_gstr3b_filed,itc_availability
29XLLXJ8410R1Z8,INV/26-27/7015,2027-01-25,12971.49,0.00,1167.44,1167.44,,,,Y,No
27JPSXY9536W1Z9,INV/26-27/7016,2027-02-08,23424.77,4216.46,0.00,0.00,4a18116acd53dc0dfd1f99578789b9856bcfa80a74526e9014bc2053b91b6cb2,,,N,Yes
29KERXI1212L1ZL,INV/26-27/7002,2027-03-01,22453.65,0.00,2020.83,2020.83,,2027-03-01T09:15:00,2027-03,Y,No
07GSWXW6212W1ZN,INV/26-27/7013,2027-03-05,5865.80,1055.85,0.00,0.00,1914c826ce66c17ad553498420dc8b940f08ab3ade54bb36e659446f9204b7a9,,,Y,Yes
06BTYXR3601Y1ZW,INV/26-27/7022,2027-03-11,24493.80,4408.89,0.00,0.00,dc52b7c72277475a657fc21879264ae3c1f36a5d445285a3b5183deb63fbef30,,,N,Yes
29LIYXL3247H1ZV,INV/26-27/7023,2027-03-28,22728.68,0.00,2045.59,2045.59,b3adc9305a8494af70aba4f0ab7630ddb1e269a821c05f63582d732d066d07e6,,,Y,Yes
06FNXXQ2841O1ZI,INV/26-27/7020,2027-03-18,19722.86,3550.12,0.00,0.00,d18fbe1f904e3eea232b11374d2c98e1949882ff47ee5a8cc74864c9a366274e,,,Y,Yes
27PPMXY4697D1Z8,INV/26-27/7005,2027-02-24,24537.14,4416.69,0.00,0.00,ec69126d57ee4a8d2c84470e42190a23c3fb8ea2b9dfde69c3e5a31efba5417e,,,Y,Yes
24KBRXV5526L1Z7,INV/26-27/7018,2027-01-19,1906.41,343.16,0.00,0.00,,,,Y,No
07DRWXR0785J1ZD,INV/26-27/7017,2027-02-16,25828.37,4649.11,0.00,0.00,cde71fe787911b6d2602b197e740d0d681172f01d1cea675c14bc89fbc1e2c54,,,Y,Yes
33BWHXO5399Y1ZM,INV/26-27/7019,2027-02-25,23748.54,4274.74,0.00,0.00,d0491cf97f012bdf50f5709335e23677f5180cc4f1cdf9056fa92bceae5fac60,,,Y,Yes
29UYIXX0987S1ZY,INV/26-27/7012,2027-03-29,20576.25,0.00,1851.87,1851.87,,,,Y,No
27ECYXY5748W1Z1,INV/26-27/7011,2027-03-31,17779.45,3200.31,0.00,0.00,0e97e299d48856e88398449319b2a5fb38f3b047bcf4b20572910cb1861419e8,,,Y,Yes
07OXLXH5753X1ZH,INV/26-27/7010,2027-03-19,28743.11,5173.76,0.00,0.00,,,,Y,No
24HRLXL7981B1ZZ,INV/26-27/7004,2027-02-23,636.22,114.52,0.00,0.00,593333d145ccf414c7801b1578971788a8ce6b706054bb5d510dd3fe894fa31e,,,Y,Yes
29BAVXV7775P1ZH,INV/26-27/7006,2027-03-08,20015.87,0.00,1801.43,1801.43,2ef7bd38c5df71689a3fdfab41334a2b5d9055e221802d1489e2f32f88cb9c4e,,,Y,Yes
33UZRXT6048C1Z3,INV/26-27/7014,2027-02-05,17716.98,3189.06,0.00,0.00,12c25c73a498c89b98c5c6e996a783e5a92b138194f37cf766399c92676c6f49,,,Y,Yes
06KBOXT0242R1ZB,INV/26-27/7008,2027-02-06,26966.82,4854.03,0.00,0.00,8440c92c7562ddab4ca52fabe21592fecec16792150660f8cf37652aa4780644,,,Y,Yes
29COVXO8346M1Z7,INV/26-27/7003,2027-03-25,28343.87,0.00,2550.95,2550.95,1de1ebb2694d6c7640da6014e5372204ac5cb0be38801d8f970f6772f3c9ab6a,,,N,Yes
07FQOXY2067M1ZD,INV/26-27/7009,2027-02-04,5891.77,1060.52,0.00,0.00,f942fc3a417619e615e9ed6b553f944d37fd3df2d346f288195bb76145bec917,,,Y,Yes
24JRWXS4093X1ZH,INV/26-27/7007,2027-01-17,3056.36,550.15,0.00,0.00,,,,Y,No
27BLVXC6506S1ZS,INV/26-27/7021,2027-02-19,5017.92,903.23,0.00,0.00,ef00ccb9deeb3a31e06575cd112415d63d3383c2ac005c08213b5daa3f4a636a,,,Y,Yes
29KERXI1212L1ZL,INV/26-27/7000,2027-01-01,20667.97,0.00,1860.12,1860.12,40c3e4635bb83e567f967e4e746d4f99689de7d7358dcb4d432284d416fd0c23,2027-01-01T09:15:00,2027-01,N,Yes
