gstin,invoice_no,invoice_date,taxable_value,igst,cgst,sgst,irn,irn_generated_at,gstr1_filing_period,supplier_gstr3b_filed,itc_availability
33SOLXE3168M1ZS,INV/26-27/7017,2027-03-13,19433.53,3498.04,0.00,0.00,2d42fdac14f1a013075c186f558486f1f41f875afa4aca3e7e68ecbb4abef6b3,,,Y,Yes
24WEMXE1902M1ZL,INV/26-27/7019,2027-03-14,9330.34,1679.47,0.00,0.00,63f52abe1917d31babb85e9b759e077554f9dee6df425efdd34c55d4cc2ac245,,,Y,Yes
29MEVXC7825T1ZI,INV/26-27/7002,2027-03-01,50233.59,0.00,4521.03,4521.03,,2027-03-01T09:15:00,2027-03,Y,No
07CEVXD3253S1Z9,INV/26-27/7011,2027-01-30,22942.50,4129.65,0.00,0.00,9cc0ccb1a7123a5f810a99b73d249e599923d3a8f1edb772dec082bead0cb0e8,,,Y,Yes
33KLCXK7942O1ZZ,INV/26-27/7022,2027-02-01,5827.30,1048.92,0.00,0.00,9a2135924dcde4d9abb0fc06206ffa32b3b4e4fbdbbc70e32ffe9006018c11d5,,,Y,Yes
29QFIXO2932K1Z5,INV/26-27/7003,2027-02-08,10182.82,0.00,916.46,916.46,f9892e5c8409b763f4226e58b5eabac11fee3dae9afdd02bff9c99d14cee9e43,,,Y,Yes
33YXDXN0006P1ZI,INV/26-27/7021,2027-02-15,24685.12,4443.33,0.00,0.00,aa0aaee31f6073644308b93bfc4797eccdfc36a1345ed47d095bb35819eb22be,,,N,Yes
29JDNXF7308E1ZT,INV/26-27/7008,2027-02-19,26867.94,0.00,2418.12,2418.12,e5beb32d3377f987105ff53259a3f673faf11f0f743407ebed35f4dacb0b7fe5,,,N,Yes
29SZDXZ9097A1ZR,INV/26-27/7013,2027-02-06,22955.95,0.00,2066.04,2066.04,,,,Y,No
29MEVXC7825T1ZI,INV/26-27/7000,2027-01-01,29894.23,0.00,2690.49,2690.49,0fefaaa382818d21d906851410d94989581302809be288bedc0eb974aa78654c,2027-01-01T09:15:00,2027-01,N,Yes
27GDLXQ1695L1Z6,INV/26-27/7014,2027-01-07,12429.78,2237.37,0.00,0.00,917e8069c3e1a6683f511b946424c1cc6347abb50af943ed3d219c9e5e6474ea,,,Y,Yes
29PJLXX1439Z1ZR,INV/26-27/7023,2027-02-16,17924.74,0.00,1613.23,1613.23,ff21ce2faeedc68b174b77affc4bf2e612ecb5d8aa06ef6707d1b569ae31623d,,,Y,Yes
29YBPXM5799X1ZN,INV/26-27/7010,2027-01-26,27214.21,0.00,2449.28,2449.28,dd03cb649af67af441c0f6c3b06f35a0f3fd01ffb2e0e01315444fbd85e570ed,,,Y,Yes
07SZOXF9901Z1Z6,INV/26-27/7016,2027-03-29,20500.92,3690.17,0.00,0.00,b1fbd7adcadf5fcac028b39310d95c51fa24062428615ae0a65d08918b87f464,,,Y,Yes
33GMJXC0538J1ZQ,INV/26-27/7009,2027-01-19,21622.78,3892.11,0.00,0.00,,,,Y,No
07FPCXD2962A1ZX,INV/26-27/7018,2027-01-11,15932.35,2867.83,0.00,0.00,2de36858efd268f895fe54249770c14af312eed58125b50770f6b8893b394d8c,,,Y,Yes
33IYIXG1103C1ZP,INV/26-27/7007,2027-01-27,4489.75,808.16,0.00,0.00,3c0560375e8ae89c8c5dbc0afca95525864d7b5033c488e4f4b997689dc89fa7,,,Y,Yes
29AVMXL4480Q1Z4,INV/26-27/7006,2027-02-13,22850.16,0.00,2056.52,2056.52,93c5300039a8a6ed2b17ca2c9647785861506262849fce0bc36d591e16026824,,,Y,Yes
27HPBXL1469B1ZK,INV/26-27/7020,2027-03-29,3360.13,604.83,0.00,0.00,7c7a60483f0fb22c8835c02a9e5387799465befd45b66984566827ad5f03a5da,,,Y,Yes
27AVUXU4830E1ZM,INV/26-27/7004,2027-01-04,3619.72,651.55,0.00,0.00,f2b5fa7ebdb73559f4936165309b05d302866f2986e151b41f90b06349aa9dda,,,Y,Yes
29OEYXF5887F1ZT,INV/26-27/7015,2027-01-06,14378.62,0.00,1294.08,1294.08,26d6587d80f52ed0a2074ec9a1f43fb46d199761858e54d2477a738eca934fdc,,,Y,Yes
07GTTXX3580D1ZH,INV/26-27/7005,2027-03-19,20360.92,3664.97,0.00,0.00,,,,Y,No
33BBHXJ3372S1ZP,INV/26-27/7012,2027-02-10,13566.57,2441.99,0.00,0.00,,,,Y,No
