order_id,invoice_no,gstin,amount,invoice_date
order_7IzPs2fj0mZ2J3,INV/26-27/1001,,3749.00,2027-01-04
order_EQdShn9U1lp5Xb,INV/26-27/1002,,58099.00,2027-01-04
order_IuXFmVNyTrQkYr,INV/26-27/1003,,348.00,2027-01-04
order_N43MM5zTeICpAs,INV/26-27/1004,,24000.00,2027-01-04
order_PIywDG2sqYs6Bf,INV/26-27/1005,,62099.00,2027-01-04
order_QDKbeefRF3CVQ6,INV/26-27/1006,,8850.00,2027-01-04
order_UL4wSPSPmDOG6R,INV/26-27/1007,,4100.00,2027-01-04
order_YjLrGKG9KQ4nsd,INV/26-27/1008,,17599.00,2027-01-04
order_icQwhIOIQNJ4eO,INV/26-27/1009,,6799.00,2027-01-04
order_xMcKp2CT1q1Br3,INV/26-27/1010,,41000.00,2027-01-04
order_AnHfLFMj0wDaFp,INV/26-27/1011,,1250.00,2027-01-05
order_CwlVL1IDFQIxSx,INV/26-27/1012,07EUAXZ6564W1ZP,34049.00,2027-01-05
order_FYMLREC3ac9N55,INV/26-27/1013,,11700.00,2027-01-05
order_s4Swq1Kskg031t,INV/26-27/1014,,7249.00,2027-01-05
order_OV3Ghi9APqHIx8,INV/26-27/1015,33OCDXL9236Y1ZT,8300.00,2027-01-06
order_VV5nNIJfsEs66p,INV/26-27/1016,,9146.00,2027-01-06
order_c7IUSONjOcqEe3,INV/26-27/1017,07AEHXI3061J1Z4,5000.00,2027-01-06
order_imjYWdjqPgAWdV,INV/26-27/1018,07JPVXF8277L1Z9,3950.00,2027-01-06
order_owV5MT2iZ3S3yZ,INV/26-27/1019,,40049.00,2027-01-06
order_3RlV4SQx5Zgwa6,INV/26-27/1020,,3549.00,2027-01-07
order_5zaUCin9lPXW7Y,INV/26-27/1021,,10147.00,2027-01-07
order_GyA5LTxAY0JDOY,INV/26-27/1022,,2097.00,2027-01-07
order_M9rbsu0mItbOJJ,INV/26-27/1023,,15649.00,2027-01-07
order_QrZnsmm3208XGS,INV/26-27/1024,,3899.00,2027-01-07
order_Sd86OMd5WgAtwD,INV/26-27/1025,,1549.00,2027-01-07
