gstin,invoice_no,invoice_date,taxable_value,igst,cgst,sgst,irn,irn_generated_at,gstr1_filing_period,supplier_gstr3b_filed,itc_availability
24QJTXH9540T1ZA,INV/26-27/7008,2027-01-14,11314.02,2036.53,0.00,0.00,6aed9e6cfda569b2fec9be7fb36205768ba716fd0155a731945c680f09a7d91c,,,Y,Yes
29QREXA4625N1ZQ,INV/26-27/7015,2027-02-24,6303.06,0.00,567.28,567.28,7756ed996f8a04d30f881a2cf9613957df92703893a46e6105e036ad97884336,,,Y,Yes
29JJUXQ1456A1Z9,INV/26-27/7021,2027-01-23,6740.60,0.00,606.66,606.66,fc6e3c2060fb75aa0146a0757b8ea3637febc831256dd580c22f8de3faaff7e3,,,Y,Yes
29DLUXP2558A1Z7,INV/26-27/7000,2027-01-01,17047.81,0.00,1534.31,1534.31,07bbe780bfb9edc90a267513deb6068572a7b660a8f793e6c51216c4fb4beaba,2027-01-01T09:15:00,2027-01,N,Yes
06XAEXY8670X1Z5,INV/26-27/7019,2027-03-27,4545.82,818.25,0.00,0.00,,,,N,No
07SULXN3531X1ZP,INV/26-27/7004,2027-01-31,26145.07,4706.12,0.00,0.00,73e8a06d1a940df2f5c082f4d1ce1357540cc8bda3a66669bf4cb0f5913387f0,,,N,Yes
29IUEXK0642D1ZA,INV/26-27/7013,2027-03-28,19088.64,0.00,1717.98,1717.98,cdbeb7394b4900b1cd17b04412722d5416db04701b308f5c929db23332d80158,,,Y,Yes
24TNEXU8935J1ZG,INV/26-27/7018,2027-01-11,11304.36,2034.79,0.00,0.00,149229fc45e64b6d90f4c8f6c4d6f9df78d92956f263bbc99e32fec42aa58ca5,,,Y,Yes
33PDCXT0728B1Z7,INV/26-27/7005,2027-02-19,19319.82,3477.57,0.00,0.00,393bc4c8bb692d54dedf750c821b2b3505db44af7ac18c715da3257eea6da55d,,,Y,Yes
07QYQXL8345K1ZS,INV/26-27/7014,2027-03-29,14634.03,2634.13,0.00,0.00,688c4d91d09003ffc175e5a89e61557903850cdd68b34ab10061ede8152fbdbc,,,N,Yes
29DLUXP2558A1Z7,INV/26-27/7002,2027-03-01,27202.07,0.00,2448.19,2448.19,,2027-03-01T09:15:00,2027-03,Y,No
29DNEXP3392M1ZS,INV/26-27/7009,2027-01-09,9034.16,0.00,813.08,813.08,0274899d4291db923a07293521ba3f20c1fbc6d80f58d6dc90d7bd269bab9885,,,Y,Yes
33UPSXF0255T1ZC,INV/26-27/7010,2027-02-21,17086.70,3075.61,0.00,0.00,283001820a4ae7e768b79e615177092356ddbb92a5940abb5d91f6421b242354,,,N,Yes
06JFCXA3065P1ZS,INV/26-27/7003,2027-03-21,2573.30,463.20,0.00,0.00,3667902755f7c9572852d80d320ccde5cc4fed32dd8cd00542268edc48638435,,,N,Yes
24TDNXH2738X1ZO,INV/26-27/7011,2027-03-05,15476.50,2785.77,0.00,0.00,9d9b3b46aedf9f359823bf45c7fbefb91a5d82950f53dae84d331aa3863dfcde,,,Y,Yes
29RPUXZ1601G1ZH,INV/26-27/7016,2027-02-05,7659.54,0.00,689.36,689.36,9d7263db02de521505d1d1ae92a27c0ac6afffd52b9b97ab50fdb75c52df48d6,,,Y,Yes
24XGZXD8737P1ZB,INV/26-27/7017,2027-02-07,18305.36,3294.97,0.00,0.00,cdc7ea8bcf482561aac0d111c31d9ceaa2f34f3859f9e28ef4d55d730a3ab124,,,Y,Yes
29JQVXA2149H1ZW,INV/26-27/7007,2027-03-20,4392.27,0.00,395.31,395.31,b89fbee2befb4bafb07b159e8046c25a897bda6457f543f4b80e48e450881601,,,Y,Yes
33XTXXE1832N1Z8,INV/26-27/7022,2027-03-21,25633.91,4614.11,0.00,0.00,,,,N,No
07UBPXY6039N1ZM,INV/26-27/7023,2027-02-04,3040.51,547.30,0.00,0.00,63b5e2ae1c73b51303457e16c3f8d9d9cd31c9d383672984108c6eebbd6db133,,,N,Yes
27OQKXZ2747D1ZL,INV/26-27/7012,2027-01-11,23016.95,4143.06,0.00,0.00,bbe98ca7272a9738d2db4faaef714de47752fb34cb3ec9509c0d1b2c823881c0,,,Y,Yes
29KLRXG4580F1Z0,INV/26-27/7006,2027-03-07,28415.00,0.00,2557.35,2557.35,,,,N,No
06AAHXU7043H1Z1,INV/26-27/7020,2027-02-19,12771.41,2298.86,0.00,0.00,b64bf82d3baa71b3dc51be6edf31567a67662c15a319ea1b6baa6c460293195a,,,Y,Yes
