order_id,invoice_no,gstin,amount,invoice_date
order_GV5e6AqTAKxleL,INV/26-27/1001,,6099.00,2027-01-04
order_7Bne8RMU6veD1U,INV/26-27/1002,,1450.00,2027-01-05
order_BW12zmRfhY1vUN,INV/26-27/1003,,35000.00,2027-01-05
order_a0S7LBUUc3Vx6y,INV/26-27/1004,,13699.00,2027-01-05
order_8LHCVKR2zeN8TJ,INV/26-27/1005,,51099.00,2027-01-06
order_EUjF7ZEr2abiby,INV/26-27/1006,,399.00,2027-01-06
order_hv1wBE3f4gXM8Z,INV/26-27/1007,,4045.00,2027-01-06
order_tEuHypZYPd4YhR,INV/26-27/1008,,52049.00,2027-01-06
order_yIjrQvzMIlfWwQ,INV/26-27/1009,,399.00,2027-01-06
order_41L8J1TJyoNG6o,INV/26-27/1010,,7497.03,2027-01-07
order_JdEv7dbYmXwGTr,INV/26-27/1011,,7497.00,2027-01-07
order_cnpVEQo8htNZfy,INV/26-27/1012,29LYAXG9810N1ZA,7497.03,2027-01-07
order_LYxW3hxt25W4MF,INV/26-27/1013,07TDKXQ5670J1Z1,8999.00,2027-01-08
order_NtXdS1vFVGE7sI,INV/26-27/1014,33AKNXY6445U1ZE,900.00,2027-01-08
order_h0c9t9k86dmuFJ,INV/26-27/1015,,2350.00,2027-01-08
order_vQhQXFwc4QWWMq,INV/26-27/1016,,6849.00,2027-01-08
order_6E1MxqrY1iL2Bo,INV/26-27/1017,27CROXL2690F1ZZ,78049.00,2027-01-09
order_6pYMDhyr955kEJ,INV/26-27/1018,,48099.00,2027-01-09
order_dA2QWu5tSLzjmG,INV/26-27/1019,,10800.00,2027-01-09
order_4ByyhGSDanZLO6,INV/26-27/1020,,4349.00,2027-01-10
order_KqkkzVKSGJiPg9,INV/26-27/1021,,6099.00,2027-01-10
order_qxydqUybqDMLvU,INV/26-27/1022,,6099.00,2027-01-10
order_3d04vKnu7Jq5UH,INV/26-27/1023,,8600.00,2027-01-11
order_DRLdd9Dmm6lspc,INV/26-27/1024,,2399.00,2027-01-11
order_GnvWYBurLneBZD,INV/26-27/1025,,3897.00,2027-01-11
order_LPo1dARYppgnjb,INV/26-27/1026,29BPUXI9600Z1ZW,2050.00,2027-01-11
order_gzIynK7FlJwotM,INV/26-27/1027,,10200.00,2027-01-11
order_lkdnQWUaDO3NWj,INV/26-27/1028,,3897.00,2027-01-11
order_ydsW5yMMFQFOx9,INV/26-27/1029,29TYXXA1049G1Z9,40000.00,2027-01-11
order_9472dN1hmmyrj4,INV/26-27/1030,,14249.00,2027-01-12
order_DkZPKeJf4hAxSS,INV/26-27/1031,,8349.00,2027-01-12
order_QjweMPUHBxumXU,INV/26-27/1032,,49149.00,2027-01-12
order_ixTSr7FtmeoRdD,INV/26-27/1033,,1647.00,2027-01-12
order_0Rl9yVwlGkBnOX,INV/26-27/1034,27AKPXA2085F1ZS,400.00,2027-01-13
order_AHWg3i4fltqvuR,INV/26-27/1035,,22000.00,2027-01-13
order_pDhEAN5bhBTo5b,INV/26-27/1036,,16000.00,2027-01-13
order_86bHB8VMtQv9Kq,INV/26-27/1037,29ZDEXR6231X1ZB,1599.00,2027-01-14
order_ODjUAGRMMI7TPy,INV/26-27/1038,29UCWXS8757M1Z2,400.00,2027-01-14
order_o3ZepH6mPczDwK,INV/26-27/1039,,3500.00,2027-01-14
order_tfzmioymlQ0TFg,INV/26-27/1040,,2050.00,2027-01-14
order_vsKhUPYVewbIj5,INV/26-27/1041,29CCFXR6028U1Z2,1550.00,2027-01-14
order_zeHgqYU5RBf9rr,INV/26-27/1042,,1799.00,2027-01-14
order_D6GdiQy298QTji,INV/26-27/1043,,11299.00,2027-01-15
order_OxhM0wjDxD9d6y,INV/26-27/1044,33QOWXR5265X1ZI,9449.00,2027-01-15
order_QASQCeylJRQ6rK,INV/26-27/1045,,7400.00,2027-01-15
order_R6tnJb3Hls1gRq,INV/26-27/1046,,7400.00,2027-01-15
order_VXylHqBtiaxF5y,INV/26-27/1047,,8997.00,2027-01-15
order_RIo4yrZnoGkAfZ,INV/26-27/1048,,29149.00,2027-01-16
order_oyhd8w0tKHKZPP,INV/26-27/1049,,3345.00,2027-01-16
order_w862NjISaVMiV7,INV/26-27/1050,,2496.00,2027-01-16
order_NQuk7PpQj5az7y,INV/26-27/1051,,2400.00,2027-01-18
order_OyPMyjcGyZHAwS,INV/26-27/1052,,6500.00,2027-01-18
order_Jpe4z52YmvQoSZ,INV/26-27/1053,29FCMXX3420S1Z0,10500.00,2027-01-19
order_6PiIsQcoOB4LTq,INV/26-27/1054,,7049.00,2027-01-20
order_gRFhGwcrI6pt3g,INV/26-27/1055,,15800.00,2027-01-20
order_rV6h3b1amnCR5n,INV/26-27/1056,,62099.00,2027-01-20
order_9oByVQ1mX1BJsh,INV/26-27/1057,,1747.00,2027-01-21
order_zTx3c2pzXxPo5L,INV/26-27/1058,,70599.00,2027-01-21
order_5ED94pEmhxbnqQ,INV/26-27/1059,,8000.00,2027-01-22
