gstin,invoice_no,invoice_date,taxable_value,igst,cgst,sgst,irn,irn_generated_at,gstr1_filing_period,supplier_gstr3b_filed,itc_availability
24LPIXE5939V1ZA,INV/26-27/7019,2027-03-15,13981.56,2516.69,0.00,0.00,fb06a9f0c55f0b7eb5f7ca77b96399673da74654801b38c219fdc15eef88bd77,,,Y,Yes
27NGRXU7234A1ZB,INV/26-27/7015,2027-01-07,14339.06,2581.04,0.00,0.00,6da7b724dd39c33baa9f2f4beb7bb7e8bbf506ed66801da8ef56b215c0c4295a,,,Y,Yes
07KMYXF1875G1ZW,INV/26-27/7023,2027-02-06,12046.70,2168.41,0.00,0.00,14a6a7b80dc28a9d6baa9924d623e4fbc51daa5a96d456a1978c5569c3ee8c7b,,,Y,Yes
29GZHXS8415I1Z5,INV/26-27/7007,2027-03-12,23189.74,0.00,2087.08,2087.08,,,,N,No
29IQYXP4221A1Z0,INV/26-27/7011,2027-03-12,15880.39,0.00,1429.24,1429.24,7f562212e2f8dbc71b2c50365b44a5198dc6c396558a21134bd906add5d71b91,,,Y,Yes
29OWWXH0453Y1ZD,INV/26-27/7005,2027-02-11,20101.43,0.00,1809.13,1809.13,ddcb455b76c6e512acf73e301c97e37fa7909283708fa407268ca9d90b4d3517,,,Y,Yes
33XINXM2557F1Z5,INV/26-27/7003,2027-01-21,19835.65,3570.42,0.00,0.00,,,,Y,No
24DOGXK0557F1ZP,INV/26-27/7016,2027-03-26,17398.44,3131.72,0.00,0.00,,,,Y,No
24CILXB1558J1ZU,INV/26-27/7022,2027-02-15,20060.58,3610.91,0.00,0.00,,,,Y,No
27UFSXO3513H1Z7,INV/26-27/7006,2027-02-11,4818.31,867.30,0.00,0.00,93d140837c2fbe1fbe9c72c660465626dcb1c59d0aad468a5f8975d77b95d626,,,Y,Yes
27ZVUXN2040Q1ZP,INV/26-27/7020,2027-01-26,15213.48,2738.43,0.00,0.00,e5a7a0ccf329861e79b68c60df96625277970ae2098c1eb6bbb8d34122d69305,,,Y,Yes
29WDDXY1160D1ZJ,INV/26-27/7013,2027-03-26,20138.42,0.00,1812.46,1812.46,,,,Y,No
07MKZXJ0524Z1Z6,INV/26-27/7004,2027-02-18,17872.43,3217.04,0.00,0.00,e030b923b581ba0ebd4977940d62ccb4b1e1494d50dabdfff8c658fd02e0b373,,,Y,Yes
33SHWXG3350T1ZO,INV/26-27/7008,2027-03-29,27204.75,4896.86,0.00,0.00,f4a43cf2b5a0b46ebb68be69a02895366a1d838aa92738fe287833e7f0fbc014,,,Y,Yes
24MZXXR9344Z1ZQ,INV/26-27/7010,2027-03-24,29439.60,5299.13,0.00,0.00,,,,Y,No
06KRFXK9242S1ZC,INV/26-27/7014,2027-03-31,3380.04,608.41,0.00,0.00,5877aaa540491a32f426c5391b5f7665cd5510eb21abdab6f302682e0457d0e2,,,Y,Yes
27GLUXR8729F1ZN,INV/26-27/7017,2027-02-20,12579.83,2264.37,0.00,0.00,589eca41ed4f8ab5e95d771eb4da439950b306ad29b452988ab593bbc0232e85,,,Y,Yes
29UOOXP5039T1ZP,INV/26-27/7000,2027-01-01,18811.40,0.00,1693.03,1693.03,e74049e8469462b1715ba936f773994032f933b44c803b5aa24b4e7674bb11c8,2027-01-01T09:15:00,2027-01,N,Yes
33DBLXT9803V1ZZ,INV/26-27/7012,2027-03-16,16629.68,2993.35,0.00,0.00,6dc2769c572e6f8bda2506167433116d848f821d66266985d0dfb0a34f9610fc,,,Y,Yes
06VVSXO3728O1ZP,INV/26-27/7021,2027-01-19,25679.30,4622.28,0.00,0.00,41613d01e0573096c00eb37d807a0f2f1055ab18a73fcb82614d89a4a516512c,,,Y,Yes
29GKDXA0471R1ZB,INV/26-27/7018,2027-01-20,11723.60,0.00,1055.13,1055.13,a6e41e4321dbef90d7c8b71e71409e99bb1becb1d924389b36257e28bbe5bd19,,,Y,Yes
24QCFXA5364W1Z6,INV/26-27/7009,2027-02-23,10640.27,1915.25,0.00,0.00,c1ab9312a3bbec3abfde4996a86ecc28ec6a7e0830f27b460fb2f877c523e2a2,,,Y,Yes
29UOOXP5039T1ZP,INV/26-27/7002,2027-03-01,18219.31,0.00,1639.74,1639.74,,2027-03-01T09:15:00,2027-03,Y,No
