order_id,invoice_no,gstin,amount,invoice_date
order_SJsqmIkhhDCWBN,INV/26-27/1001,,43049.00,2027-01-04
order_fajhtxRmf6kh8Z,INV/26-27/1002,27AQBXM6861S1ZJ,58500.00,2027-01-04
order_utBmFzcJQAcFFA,INV/26-27/1003,,5700.00,2027-01-04
order_xxceLlmxwexwp8,INV/26-27/1004,,12849.00,2027-01-04
order_0jWJA6bTDV2pVL,INV/26-27/1005,27ASRXH0846J1ZX,1150.00,2027-01-05
order_N8n2NII8L5j7JP,INV/26-27/1006,,11850.00,2027-01-05
order_aE3IsxCNhrxaM4,INV/26-27/1007,,999.00,2027-01-05
order_fTA2S5NMvKqYbH,INV/26-27/1008,,650.00,2027-01-05
order_gBCT6hqIP5wMKR,INV/26-27/1009,,4450.00,2027-01-05
order_ky18NoaMCgCVuQ,INV/26-27/1010,,43149.00,2027-01-05
order_ytKMMnMDqsm3sl,INV/26-27/1011,,86149.00,2027-01-05
order_ye1rzhIbdMFq0B,INV/26-27/1012,,3399.00,2027-01-06
order_H6jc88mSq9IC95,INV/26-27/1013,,2550.00,2027-01-07
order_KzvvNYiD3UbwoF,INV/26-27/1014,,3399.00,2027-01-07
order_NBG2hTBr3u97wG,INV/26-27/1015,,24599.00,2027-01-07
order_VEQASIIU7IPL5A,INV/26-27/1016,,16600.00,2027-01-07
order_bSRmAzLl5udHMd,INV/26-27/1017,,3196.00,2027-01-07
order_dzqmJuTzG1L5Vv,INV/26-27/1018,,31599.00,2027-01-07
order_vQH69QeexJFU2k,INV/26-27/1019,,18499.00,2027-01-07
order_amLZvqOG053NQ1,INV/26-27/1020,27PHRXR8919O1Z7,1699.00,2027-01-08
order_dvgLF4wEWiaaiy,INV/26-27/1021,,5199.00,2027-01-08
order_hJlAZ7cuTbN91m,INV/26-27/1022,,98149.00,2027-01-08
order_o8WIrT1KxdKnsR,INV/26-27/1023,,8250.00,2027-01-08
order_pDxztwx0VZ3eWi,INV/26-27/1024,,16949.00,2027-01-08
order_yeXtQ1PJ2N8NOs,INV/26-27/1025,,1699.00,2027-01-08
order_IgNZSGNHPF4nY7,INV/26-27/1026,,86049.00,2027-01-09
order_pvpimLeQV7tZLO,INV/26-27/1027,,1245.00,2027-01-09
order_s8GOAYq1z8qkoC,INV/26-27/1028,33YSAXC3791V1Z4,54099.00,2027-01-09
order_3EsQzej996711X,INV/26-27/1029,07WKHXC2875G1Z6,16299.00,2027-01-10
order_QYJozmbV6ot9wu,INV/26-27/1030,,16299.03,2027-01-10
order_pyDxMqDvhJy5c8,INV/26-27/1031,27RQCXI7665D1ZW,11099.00,2027-01-10
order_0B02RAUeiZAPxw,INV/26-27/1032,,10600.00,2027-01-11
order_VZmau3z8XhvxK1,INV/26-27/1033,,10600.00,2027-01-11
order_WuHILnrkURKizh,INV/26-27/1034,,5196.00,2027-01-11
