gstin,invoice_no,invoice_date,taxable_value,igst,cgst,sgst,irn,irn_generated_at,gstr1_filing_period,supplier_gstr3b_filed,itc_availability
06RLRXC1235Y1ZG,INV/26-27/7010,2027-02-06,25742.12,4633.59,0.00,0.00,f628177c29b39561a95d98869ba362fb9a99f9282e6ec7ced4e8613b28433717,,,Y,Yes
07LETXF7878F1Z4,INV/26-27/7014,2027-02-03,12868.28,2316.30,0.00,0.00,7547c17f512a338698c0d78bf7f997aa8365844ea3c18b3eb905ad05f4402820,,,Y,Yes
24VUUXY0597K1ZK,INV/26-27/7019,2027-02-10,15440.54,2779.30,0.00,0.00,c6e991460c85cf64ec7358383b5d718007eec288eeeb8fcc1184e7886a1198fd,,,Y,Yes
07XXFXN0555U1ZO,INV/26-27/7015,2027-01-26,7826.59,1408.79,0.00,0.00,21f60756d5b44a06d99144063c89846385b2c3f3e7378111e43e9fb9b7eff6c4,,,Y,Yes
07UMZXG5997R1ZI,INV/26-27/7022,2027-02-05,20007.41,3601.34,0.00,0.00,9faba87da0ffc4edf8a2933b9fb14735739f389b17308f069f402c9280895bee,,,Y,Yes
33RCOXG7521U1Z0,INV/26-27/7009,2027-03-18,11221.20,2019.82,0.00,0.00,21b720724f2e5cea52a85d89273f3ca6a81fcdd86adea874a04afc614b39592a,,,Y,Yes
24HXJXM9406J1ZJ,INV/26-27/7013,2027-02-04,22442.98,4039.74,0.00,0.00,2afd8297bd2112f8b5c2d49e2e2923f2c0ec2051b33bc3f9da530605ea8cf86b,,,Y,Yes
29FVBXY3764H1ZF,INV/26-27/7003,2027-01-21,17833.64,0.00,1605.03,1605.03,5c8a0b5635d3c1243f0d98f52c01f0ce4f40462d9284a52f510e0c386dc9e71c,,,Y,Yes
29VQQXI5632D1ZN,INV/26-27/7007,2027-02-16,4546.15,0.00,409.16,409.16,7fccf71ae829c1aff5fff174539bc1336469e77f5d63d926c9dd8a9944e36dad,,,Y,Yes
24JTXXZ9286F1ZT,INV/26-27/7016,2027-02-19,13026.38,2344.75,0.00,0.00,,,,Y,No
29JCWXS2700H1ZH,INV/26-27/7000,2027-01-01,29705.08,0.00,2673.46,2673.46,fb222119968e9cfe2d8aa6d3699e07536451436cb4181f918a6208f2310790ee,2027-01-01T09:15:00,2027-01,N,Yes
29MNNXX9694D1Z4,INV/26-27/7004,2027-01-11,27825.64,0.00,2504.31,2504.31,9da90526f0a8f24687a64e0053d3a70a45d4e43e5b986bf136d469f094fd06a4,,,N,Yes
29NYWXW4951N1Z6,INV/26-27/7017,2027-03-04,10756.84,0.00,968.12,968.12,beeabb4cde6925623b0bc52094e0951d188f5520528f2b1ae9af146499f346ba,,,Y,Yes
07HRKXN5684E1ZS,INV/26-27/7012,2027-03-25,24266.98,4368.06,0.00,0.00,625edd8b3c17aaf4cea11db160956ac2bc25f9fea220c6f725632d72e7381696,,,Y,Yes
07JELXR0811L1ZM,INV/26-27/7023,2027-01-10,27780.42,5000.48,0.00,0.00,035079945d50fc6600ec0ea0c6460c6ee2e76f70fb7dcc84bfe125ae5ae8aa67,,,Y,Yes
24XDMXS3738N1ZS,INV/26-27/7008,2027-02-06,560.96,100.98,0.00,0.00,d51c27aaa329dbce37ec527bd9d3c3f513330f090cf9d976f3f26f73e9f19021,,,Y,Yes
27JAZXZ6421E1ZB,INV/26-27/7020,2027-02-26,15778.72,2840.17,0.00,0.00,927f3b2863ffa8a3047e13fc8467d644009ddd82eb8c1629a89a9c220653ecf3,,,Y,Yes
29MZTXX0506U1ZA,INV/26-27/7006,2027-03-31,29708.94,0.00,2673.81,2673.81,2af1ab644208d60586d9cc064fe6c629c0a758fc621ee4e5f390c2fedce43a60,,,N,Yes
27KLXXD6528J1ZS,INV/26-27/7011,2027-01-13,20555.63,3700.02,0.00,0.00,,,,Y,No
33PUXXV4185A1ZC,INV/26-27/7005,2027-03-12,11218.41,2019.32,0.00,0.00,26fe266b7b587931c868d0307c34cd443a07e9d1d0d8f66e8cf2c94eaf41bf6c,,,Y,Yes
29JCWXS2700H1ZH,INV/26-27/7002,2027-03-01,34809.69,0.00,3132.88,3132.88,,2027-03-01T09:15:00,2027-03,Y,No
27KXDXV0866D1ZM,INV/26-27/7021,2027-02-19,24871.84,4476.94,0.00,0.00,668989c28aab509fa3aab6900c6639dd767ec540ed01f681e4c0c2d1e7beb3c6,,,Y,Yes
06FALXD9155L1ZR,INV/26-27/7018,2027-01-16,29546.81,5318.43,0.00,0.00,a9254c638ffa0f1fbe880b4c26fb83396da6995d5d463ec14cc0a0c29825cf06,,,Y,Yes
