gstin,invoice_no,invoice_date,taxable_value,igst,cgst,sgst,irn,irn_generated_at,gstr1_filing_period,supplier_gstr3b_filed,itc_availability
29HFRXC8724M1Z3,INV/26-27/7000,2027-01-01,24867.52,0.00,2238.08,2238.08,cdce8e5a89e05b5d04a30b2dbe4b4ea8563b56bbeabafe7d027cb736c72428ec,2027-01-01T09:15:00,2027-01,N,Yes
29YIFXM8294L1ZA,INV/26-27/7023,2027-03-25,13834.66,0.00,1245.12,1245.12,bdd0b4bbbd8daa4221dabcae07539aded4eb894978d2cd6b1475d3c2d4b24478,,,Y,Yes
07FTTXD8645A1Z0,INV/26-27/7017,2027-03-02,27840.17,5011.24,0.00,0.00,1b4f3dc4abfe2ff36d60908ae2e8fb527a3231d55da7548eb494b9d82046ab7a,,,Y,Yes
29HFRXC8724M1Z3,INV/26-27/7002,2027-03-01,16696.74,0.00,1502.71,1502.71,,2027-03-01T09:15:00,2027-03,Y,No
07UCCXJ7578Z1ZA,INV/26-27/7013,2027-01-09,1813.79,326.49,0.00,0.00,a9a3e03d532ca088283d3475e8b3de06b067fcf0eb281a4f36890b6fb9c5bee4,,,N,Yes
29IXHXL3132D1Z1,INV/26-27/7021,2027-02-11,26057.93,0.00,2345.22,2345.22,9b2dc1ddd1918428388545a5336fcdb83c42343c0f74dd58089c360bcffa1caa,,,Y,Yes
29ZZCXK5536M1ZR,INV/26-27/7007,2027-03-16,5667.51,0.00,510.08,510.08,740fb89e7b49618e6d0eaca56627085f479561e927429e877d238ddf86ff25a2,,,Y,Yes
24NFZXG9611Z1Z9,INV/26-27/7008,2027-03-23,20625.90,3712.67,0.00,0.00,99f1a1a6c826afae2f740ce85b5780aafad645b501682045e29141fe4240ef9c,,,Y,Yes
27VFMXD7527O1ZU,INV/26-27/7014,2027-03-01,6383.81,1149.09,0.00,0.00,661901f8a8291028c700406ee09bfced312e6c1e797b64c972bd69533d32ce9b,,,Y,Yes
27GCCXO9366A1ZY,INV/26-27/7020,2027-03-08,25341.03,4561.39,0.00,0.00,5c19613c0c2405071dd3ba275e3b6e78bfae13928a48f4b1b246bc2a74c4feb1,,,Y,Yes
07IOEXV5843S1Z9,INV/26-27/7011,2027-01-04,11744.53,2114.02,0.00,0.00,544c86173e72a18580e9042f40a442a7723d06dd2e8b59c75d1a2b528caa1e9c,,,N,Yes
33PAJXU4485E1ZL,INV/26-27/7005,2027-04-01,24433.98,4398.12,0.00,0.00,2bb2a603a761359175822a4c0ddb60849fb3a60a42ba2b7da882c9cae0a35a88,,,N,Yes
24XZPXN3515Q1ZO,INV/26-27/7003,2027-03-26,29970.98,5394.78,0.00,0.00,,,,Y,No
24UWRXL9920H1Z3,INV/26-27/7006,2027-03-29,22030.64,3965.52,0.00,0.00,154e72914e14a579007af6273a962d12092077e4491710276c11c6f991e91b8a,,,Y,Yes
29GGXXB3353E1ZN,INV/26-27/7018,2027-01-21,22997.58,0.00,2069.79,2069.79,6aca2d120069d768ad9a2f1c68fcffe32034c5e215798a71424a9d0a83e4efaf,,,Y,Yes
27EMTXB1926D1ZN,INV/26-27/7004,2027-01-08,7068.68,1272.37,0.00,0.00,7d13f93fadada275463950477ffe0d6d067920b8b1eb367b65db402eee90ccd5,,,Y,Yes
07OWZXK0578C1ZC,INV/26-27/7009,2027-03-24,2131.41,383.66,0.00,0.00,2a0e9ec683d05f3d1fd34f6e4cc248b9ec8ac3c35b7d633c03814cec2941c931,,,Y,Yes
06ORGXQ9514X1ZS,INV/26-27/7010,2027-01-11,19128.95,3443.22,0.00,0.00,343e72b7c22c387af300d61772f9a55290503aca53e79e16e0f7eb5a311a59ee,,,Y,Yes
29YRVXD5167P1ZN,INV/26-27/7022,2027-03-29,24557.78,0.00,2210.21,2210.21,5aabe2e86c8cea395966ecf390b4a839cc5b15b0a6ed9b176ae7c1494e920d08,,,Y,Yes
27UOTXP0958H1ZB,INV/26-27/7019,2027-03-22,11263.53,2027.44,0.00,0.00,582d1c3d32e71ebf0f3b51d1dfbfb23c3820f4fc58b9f4f9de5fab616520d5e5,,,Y,Yes
27SHOXY4486G1ZJ,INV/26-27/7015,2027-01-20,16762.78,3017.31,0.00,0.00,d4fe579c1f72bd4baa68a3bb08c9f48c4f18cd952baee8a553239a6eb2e9bacb,,,N,Yes
24DIVXP1735O1Z0,INV/26-27/7012,2027-01-24,20576.35,3703.75,0.00,0.00,,,,Y,No
07THEXY3271M1ZS,INV/26-27/7016,2027-03-04,4313.81,776.49,0.00,0.00,8826bc3bc229fd35d92375874f151a860ae655bc54ec6fdf1a279dfa70297392,,,Y,Yes
