gstin,invoice_no,invoice_date,taxable_value,igst,cgst,sgst,irn,irn_generated_at,gstr1_filing_period,supplier_gstr3b_filed,itc_availability
27KLWXY9410O1Z3,INV/26-27/7023,2027-01-21,14800.11,2664.02,0.00,0.00,99d6d7f44fb956abda6bb18ad1334675cc57071e7eb7910e9548a0caad83e0b4,,,Y,Yes
07MDYXV0170I1Z6,INV/26-27/7019,2027-03-13,26590.54,4786.30,0.00,0.00,f38792156c2a0e5d7d1f039b39b4ba0723e1e20731effb54d3d064661a5b866e,,,Y,Yes
07TBCXD7768C1ZU,INV/26-27/7012,2027-03-04,2822.87,508.12,0.00,0.00,1995e9f67e88000a90c3f301cad17ee96029a9644f52473ceed0c121e601a4d3,,,Y,Yes
33LCQXT4924P1Z0,INV/26-27/7006,2027-03-08,5576.12,1003.71,0.00,0.00,138e3a290ce0d156659754c0476af79fcc7c0a36b91159b575dbfa6dc2dcd735,,,Y,Yes
07GAZXC5502K1ZU,INV/26-27/7017,2027-01-25,1524.22,274.36,0.00,0.00,5709499e6e550ca0c049e2f111d13eb0ae0aa226e89b187408f3318bf581aa3d,,,Y,Yes
29LWZXF8889F1ZM,INV/26-27/7020,2027-01-24,5551.61,0.00,499.65,499.65,14cdc6cc4afde6e2ea4f7960540292da360edf313f771968d76d513aa70b65f4,,,N,Yes
29DXHXI0925Y1ZZ,INV/26-27/7022,2027-01-19,21148.38,0.00,1903.36,1903.36,5be6540a09ce2622e1f9f0d4358819c58ddacb5510b22efd16a3527d8b6a012c,,,Y,Yes
27LKUXU9483R1ZN,INV/26-27/7007,2027-03-20,24546.29,4418.34,0.00,0.00,6e9c64a345fa250ffb216a311988406a6eb28c66c66b7a0874814ed75f85e12b,,,Y,Yes
27KJZXJ6123C1ZC,INV/26-27/7011,2027-01-10,7478.93,1346.21,0.00,0.00,226b5158a2bd0864603a3782cd19f3b350ef6e6b05933bdad3cded0f9dc0598b,,,Y,Yes
07DAMXL1435B1ZK,INV/26-27/7009,2027-02-07,25008.75,4501.58,0.00,0.00,a05b3239617f74f447c89caad677041a8486ebecfb4487c7bdd32b5ff23d64c7,,,Y,Yes
06KLZXC2365Y1Z6,INV/26-27/7003,2027-03-16,15658.33,2818.50,0.00,0.00,fb401b66fb7d93453ee43da940a4587124f3de696b801975ed413d135246f00a,,,Y,Yes
29WIUXO2741N1ZB,INV/26-27/7000,2027-01-01,14919.76,0.00,1342.78,1342.78,60baa83eb355d3087631bd784ddcd164e9a8e406aae0073acd0d550797fe3e9b,2027-01-01T09:15:00,2027-01,N,Yes
33TYDXI0981H1ZN,INV/26-27/7021,2027-02-07,6425.37,1156.57,0.00,0.00,5e9717f2b16138da2f4ba623fc323b6ea32a1c299c9149b06cfec364127a05f0,,,Y,Yes
29SJUXZ4376T1ZF,INV/26-27/7004,2027-03-16,13388.12,0.00,1204.94,1204.94,a770452b4b970584eafede7c135b6b7f244559fbffc82328233ae49b6529730a,,,Y,Yes
29WIUXO2741N1ZB,INV/26-27/7002,2027-03-01,24918.00,0.00,2242.62,2242.62,,2027-03-01T09:15:00,2027-03,Y,No
27QTOXC1324X1Z4,INV/26-27/7010,2027-03-13,25236.99,4542.66,0.00,0.00,9c775ebba5e4834690d7bdaa829b165590db9a7ce5bd52474f1602af8be14483,,,Y,Yes
27AIBXI4100V1ZL,INV/26-27/7018,2027-03-10,3614.93,650.69,0.00,0.00,9334ed1258cb0a2b8d6a92919a87778d0c4aac8d8f1cf1c4472f936d4b504f6c,,,Y,Yes
33FLBXY3320O1ZB,INV/26-27/7016,2027-03-11,7204.04,1296.73,0.00,0.00,b8960644b889abc627b7821a70d0d2e8bb79a29acd5b04ae3391c977afe622df,,,N,Yes
24MZFXJ8043N1ZA,INV/26-27/7005,2027-01-23,18625.31,3352.56,0.00,0.00,7e96a189119a357279e3ec59c704db4c07f1c75be13c05a747d4abe33a3e70ac,,,Y,Yes
33CGZXV9424C1ZC,INV/26-27/7014,2027-02-13,1896.92,341.45,0.00,0.00,ccdf656df3778e1af603214ee31fdbe258cecbe74d2f58674b339d972fd010ab,,,Y,Yes
24KASXP5845H1ZH,INV/26-27/7008,2027-01-31,4906.01,883.09,0.00,0.00,,,,Y,No
24HJVXU5694X1ZP,INV/26-27/7013,2027-03-25,24872.46,4477.05,0.00,0.00,,,,Y,No
29SDQXC4972J1Z1,INV/26-27/7015,2027-01-20,19024.27,0.00,1712.19,1712.19,121290be60c7ac09086c363cb8271dc60850e2d0cf2588bd9a38f6637aec800e,,,Y,Yes
