gstin,invoice_no,invoice_date,taxable_value,igst,cgst,sgst,irn,irn_generated_at,gstr1_filing_period,supplier_gstr3b_filed,itc_availability
06XCAXQ1215G1Z1,INV/26-27/7017,2027-02-09,13205.75,2377.04,0.00,0.00,,,,N,No
24EZFXA1057D1ZK,INV/26-27/7020,2027-02-27,27633.70,4974.07,0.00,0.00,5bdc3e4e2bfa13e459563b57aab2cac20fc19772d6900c1ef0d4e671596b0ef1,,,Y,Yes
27EXSXG5851D1ZP,INV/26-27/7012,2027-02-26,21023.88,3784.30,0.00,0.00,b416bc4b86703356a7a3430d2d87223b3a1e8e645b463d33b2dada8062c68e11,,,Y,Yes
06ZUNXX1494O1ZG,INV/26-27/7019,2027-01-13,21013.47,3782.43,0.00,0.00,85eaa9bcc4e19e97761dd59724ea320c487d24369f9b811a4df5e37478f6d6b7,,,Y,Yes
29NKGXE9497J1ZL,INV/26-27/7018,2027-01-31,7812.01,0.00,703.09,703.09,235e567fb606117b503a1af8269bab13d48a48b2754852829f51fa96e4078f7f,,,Y,Yes
06NZIXH7438S1ZR,INV/26-27/7010,2027-02-23,10565.50,1901.79,0.00,0.00,29518c703fd178bd0bf3b5754317e51768d664185273aee106ddfce880513295,,,Y,Yes
24ZZPXJ5104E1ZI,INV/26-27/7022,2027-01-14,29438.78,5298.99,0.00,0.00,0844d6c9e99960699371b637085af2a2ebb333e8ac2a2f778a448a040b533b88,,,Y,Yes
07UMSXH0334C1ZE,INV/26-27/7004,2027-03-27,25797.96,4643.64,0.00,0.00,8ede455297ec7f31f7d6b713e59e95b8347fac5b0042403a5623a199c9ccaf03,,,Y,Yes
24PUZXU3432P1ZR,INV/26-27/7016,2027-03-19,22863.79,4115.49,0.00,0.00,fa1dc72c9ee682e6e3c32e76b10b9efe995b8fb607d223aea28e150dd8914b88,,,Y,Yes
33AVUXU6466N1ZY,INV/26-27/7005,2027-03-20,3643.66,655.86,0.00,0.00,eaf7a000e48647d7505bd650f309194dedca259c23ae05c984f5fcd8d0e7282e,,,N,Yes
07ADQXO8900P1Z9,INV/26-27/7011,2027-03-07,10568.23,1902.29,0.00,0.00,975a414b06f3d2c09dbe8f9f5d6aede83a24a5e61997a68c3e446644be430d57,,,Y,Yes
27RCPXP0375W1ZH,INV/26-27/7014,2027-02-11,2388.02,429.85,0.00,0.00,516820ca5c5aca1ef38a773daea24a7d9e2d7896af787f6495f89a5236632fcb,,,Y,Yes
24JVHXI6923Q1ZD,INV/26-27/7006,2027-01-11,13740.76,2473.34,0.00,0.00,3319be6bb11d0a40a9935cd73441b6590bce4be662a9730aa54c13a28fdd6448,,,Y,Yes
07JJQXX5264W1ZX,INV/26-27/7021,2027-01-24,22048.35,3968.71,0.00,0.00,fd547ba061cbca46995c6e7d8ff5909aff07e544f67c158cdca069376a1c0041,,,Y,Yes
29ZYDXX8330I1ZP,INV/26-27/7002,2027-03-01,26743.90,0.00,2406.96,2406.96,,2027-03-01T09:15:00,2027-03,Y,No
24TCVXF6319H1ZG,INV/26-27/7003,2027-02-26,21612.74,3890.30,0.00,0.00,bde4d50846ab333d879d197dbb16ea01dd6c3e5e8f0ad5f4b5f1f059f7e43ed6,,,Y,Yes
24VPVXN5509T1ZS,INV/26-27/7015,2027-01-25,5484.53,987.22,0.00,0.00,affba2da267a379c25a99c9aeeea33e6a7bf607cb42209aac65324d617c10277,,,Y,Yes
07QZTXH2583D1ZA,INV/26-27/7023,2027-01-24,10087.33,1815.72,0.00,0.00,db096ca2fd1b50bd69d14201734585f20f1178d6770e3d6c70491c83dfe44ee1,,,Y,Yes
07QASXU8753N1ZK,INV/26-27/7009,2027-01-19,23723.13,4270.17,0.00,0.00,21ad8a0afb333a8c01ba749ecff9b6f7a2e8a496fae5d4496dbb50c114ffd7a3,,,Y,Yes
24NPSXS9065S1ZP,INV/26-27/7007,2027-03-09,27758.66,4996.56,0.00,0.00,bbb33854013c8f7807193d2c45c340ce1905f620332fa3840459890d6b6b2538,,,Y,Yes
33NRSXX6891Q1ZH,INV/26-27/7013,2027-03-30,23872.27,4297.01,0.00,0.00,d243c4fbe90cc04d7e7787be5686b4bd8d0948860589b97f9e218f4624136573,,,Y,Yes
33SSAXQ7457S1ZZ,INV/26-27/7008,2027-01-12,10352.20,1863.40,0.00,0.00,00663534718191a89ef687ebbb177f0ce879321f583608c29c2a64fdca538647,,,N,Yes
29ZYDXX8330I1ZP,INV/26-27/7000,2027-01-01,16483.03,0.00,1483.48,1483.48,f870f196f14b9dcae097c3cb9b34cd0fbe29c517edaf8fa44c665c3bafdc8ce0,2027-01-01T09:15:00,2027-01,N,Yes
