order_id,invoice_no,gstin,amount,invoice_date
order_8pvWa143CStJpI,INV/26-27/1001,,61649.00,2027-01-04
order_P8xMc9jdm4tMWz,INV/26-27/1002,,37500.00,2027-01-04
order_WE6DrgPZlPm9NZ,INV/26-27/1003,,3147.00,2027-01-04
order_pNyYGdlmy80xHV,INV/26-27/1004,,3899.00,2027-01-04
order_E8JNG5u6tEB1I4,INV/26-27/1005,,9249.00,2027-01-05
order_FJf0dysP4km5QU,INV/26-27/1006,29WISXD3416D1ZB,7100.00,2027-01-05
order_Qw7EZAeyVgMXoM,INV/26-27/1007,,4299.00,2027-01-05
order_aqxMsTkLfDJIuP,INV/26-27/1008,27SXXXP2240V1ZB,37500.00,2027-01-05
order_lGYAc61yfNTLp1,INV/26-27/1009,,1048.00,2027-01-05
order_ooPzKQj4D0sEaL,INV/26-27/1010,,98099.00,2027-01-05
order_A67MHyvuqDiFj0,INV/26-27/1011,,5997.00,2027-01-06
order_AHdgWZxRYQGmcl,INV/26-27/1012,,41049.00,2027-01-06
order_hMeSRql2FmmtKV,INV/26-27/1013,,20500.00,2027-01-06
order_F4Le6LzjXLojaf,INV/26-27/1014,,38000.00,2027-01-07
order_ouIWf3PU9GBMST,INV/26-27/1015,,10800.00,2027-01-07
order_w7hDfb8Bij2Gjh,INV/26-27/1016,,56149.00,2027-01-07
order_EAftqwEL47oGsU,INV/26-27/1017,,3599.00,2027-01-08
order_JlEvcJec3cky21,INV/26-27/1018,,18899.00,2027-01-08
order_ViquaFSvivsWwa,INV/26-27/1019,,2098.00,2027-01-08
order_nsWG5jzTV6rhk4,INV/26-27/1020,,16949.00,2027-01-08
order_FmORsReAg8FnRP,INV/26-27/1021,,4050.00,2027-01-09
order_Iltb1bWCj1I2wR,INV/26-27/1022,,10649.00,2027-01-09
order_UHBjUECFFRZDYM,INV/26-27/1023,,1400.00,2027-01-09
order_e0fg8Bt8PM6lRv,INV/26-27/1024,,2598.00,2027-01-10
order_raVKrFR18XIUCY,INV/26-27/1025,,4799.00,2027-01-10
order_Dubi7bax8ZhcEZ,INV/26-27/1026,07LPMXM0648J1ZU,3046.00,2027-01-11
order_Ffh5BeqRHdV4jf,INV/26-27/1027,,897.00,2027-01-11
order_QHlw0h3FZs5nmw,INV/26-27/1028,,2300.00,2027-01-11
order_Z6apgV1i4rMG2R,INV/26-27/1029,,3096.00,2027-01-11
