gstin,invoice_no,invoice_date,taxable_value,igst,cgst,sgst,irn,irn_generated_at,gstr1_filing_period,supplier_gstr3b_filed,itc_availability
29DCXXF6755B1ZO,INV/26-27/7015,2027-01-24,25207.62,0.00,2268.69,2268.69,15901cd4f82a7aa193cf8c2958ac4979126f7af1700246ff4932ea38c6ac256f,,,N,Yes
07PSPXW6007P1ZY,INV/26-27/7014,2027-03-25,28290.55,5092.30,0.00,0.00,d930cd5c37611372403e6d2041d072efbcacac98482a4d424faac52ce38488e5,,,N,Yes
24XRFXK4340D1Z7,INV/26-27/7022,2027-01-17,12369.12,2226.45,0.00,0.00,6eb4df68a6034242e57a89f86bdb7386ad9ebcfa256cbf1eefa109986b27125f,,,N,Yes
24SAHXH8692K1ZA,INV/26-27/7005,2027-03-26,10410.12,1873.83,0.00,0.00,6a112ccb90734583f0c82a72975fd5566a59b9609b4009d7297467bbd5901185,,,Y,Yes
07MPMXG7716Q1ZE,INV/26-27/7004,2027-02-25,13409.18,2413.66,0.00,0.00,7efc4cc124b5902846462ad543b118cfd62905b0cb27519d24727b0b24220569,,,Y,Yes
07GYAXO9175G1ZI,INV/26-27/7017,2027-03-16,29870.29,5376.66,0.00,0.00,d2897544885af155c8afc9d39e833ac5334a2b24dcb3084d8df664f6ec0c151d,,,Y,Yes
29YZWXM0400Y1Z5,INV/26-27/7000,2027-01-01,20428.35,0.00,1838.56,1838.56,5e1d1392982d8925f234ac713028a064232b6ca7c1b02b4366c4385e84b53a01,2027-01-01T09:15:00,2027-01,N,Yes
24BBOXD2003R1Z7,INV/26-27/7013,2027-02-28,19250.06,3465.02,0.00,0.00,,,,Y,No
24ARKXE6079Z1Z6,INV/26-27/7019,2027-02-19,10426.30,1876.74,0.00,0.00,fb4cef86fa2ed574d84a89ada2550762770688a4ec59f1586f9e68b290286ef4,,,N,Yes
29XGMXB7456G1Z1,INV/26-27/7018,2027-03-24,5030.23,0.00,452.73,452.73,f1e802b0a15408b5da3938038dbafac4c9ab95ebbd00f8c8c50abf939099e3ef,,,Y,Yes
29JBAXN4330A1ZI,INV/26-27/7021,2027-03-23,1707.93,0.00,153.72,153.72,b7739c3f4d32f9b4b8ad3f6a2d46744b562320b4c86dea77563a9d72f191845c,,,Y,Yes
06TPYXE7662G1ZF,INV/26-27/7007,2027-02-18,29538.25,5316.89,0.00,0.00,313d63179fee04394bbe11eaf0323fe0cf12fb15cd3ce25a988ea76b3f5d6d19,,,Y,Yes
33OKYXJ6420F1Z8,INV/26-27/7016,2027-03-27,9401.74,1692.32,0.00,0.00,de0b57bb55e4a043046cf083efa3bb79d2851259ca39ecb637ad97199311f851,,,Y,Yes
29RSAXB6604C1ZE,INV/26-27/7020,2027-01-21,23760.69,0.00,2138.47,2138.47,8b3da526c0e5c694a5bdaa531b235ee42e9874687ae910619c78ca09f6129971,,,Y,Yes
07WSNXT5292S1ZD,INV/26-27/7011,2027-03-08,28702.99,5166.54,0.00,0.00,87d2fddff6b26d35e619e2bcc7572a1d847e8be8c362f44f11b35cecac57c1dd,,,Y,Yes
06YTFXT0162O1Z8,INV/26-27/7003,2027-03-24,6580.26,1184.45,0.00,0.00,6203e3626149edb26a28c54bac9f41969a8b4451e63b4fe3e04e5fe8ef285aac,,,Y,Yes
29YZWXM0400Y1Z5,INV/26-27/7002,2027-03-01,27459.89,0.00,2471.40,2471.40,,2027-03-01T09:15:00,2027-03,Y,No
07EJHXU5580X1Z9,INV/26-27/7006,2027-01-15,840.26,151.25,0.00,0.00,,,,Y,No
06OBBXE7432K1ZZ,INV/26-27/7010,2027-03-09,4399.90,791.99,0.00,0.00,b45bf28ba97c216a51ebe06cad69ce366a6227d32dfab3c4b791e644b0fcfcf2,,,Y,Yes
33VDBXC0391F1Z8,INV/26-27/7023,2027-01-09,9529.78,1715.37,0.00,0.00,e03d034e11bfdb6eb549433e2d213a7efe81d9e6a5ee670d596e31a8f1242cc9,,,Y,Yes
24BXZXH2081F1ZU,INV/26-27/7008,2027-03-05,22171.31,3990.84,0.00,0.00,c05e8a7b2029aa529613563fafc44aa2f68a4a87d889d013e30523e1aae75ee8,,,Y,Yes
06HHMXP8268A1ZH,INV/26-27/7012,2027-03-10,2627.11,472.88,0.00,0.00,9dd04a26d255562562bb17636037ac49c855d68f3c409bab6a1b6af423ceb2d5,,,Y,Yes
07BASXR0697H1ZK,INV/26-27/7009,2027-03-07,22302.60,4014.47,0.00,0.00,a7f1f3d11bbd3f0f87498d013db78f44d97c7bfe3353042730c6c3a9b36f2d63,,,Y,Yes
