order_id,invoice_no,gstin,amount,invoice_date
order_kod1TEVNCTiXj8,INV/26-27/1001,,19899.00,2027-01-04
order_pPfZUBTZw6GpjB,INV/26-27/1002,,21549.00,2027-01-04
order_TqruwKV6PIO7Eu,INV/26-27/1003,,84149.00,2027-01-05
order_Atnw4Jcf9TvGek,INV/26-27/1004,,21549.00,2027-01-06
order_BAKeaUbVHzgzSF,INV/26-27/1005,,3000.00,2027-01-06
order_BVXb3vbKKmwVil,INV/26-27/1006,,9199.00,2027-01-06
order_RGBb8pU7cXNibG,INV/26-27/1007,27DXZXK4057J1Z6,10399.00,2027-01-06
order_xLdiYrIxqlXrlp,INV/26-27/1008,,21549.00,2027-01-06
order_2VhK3IEK4ncKcl,INV/26-27/1009,,1900.00,2027-01-07
order_6LhPA71ShI7XK2,INV/26-27/1010,33IFNXG9355P1Z2,8250.00,2027-01-07
order_ajk2g2utv7vT7n,INV/26-27/1011,,3249.00,2027-01-07
order_f8LunhcTy2uz6d,INV/26-27/1012,,7549.00,2027-01-07
order_u9147NxOD2hRKP,INV/26-27/1013,07LEAXJ5328Z1ZX,58649.00,2027-01-07
order_Mm8ekKOpWbbWMH,INV/26-27/1014,,1749.00,2027-01-08
order_RTrDRWqxZxbRa0,INV/26-27/1015,,5549.00,2027-01-08
order_d9eXsQjGErmWFF,INV/26-27/1016,,1749.00,2027-01-08
order_pm5v8ndzcCemS1,INV/26-27/1017,33EDIXY1830F1Z2,4799.00,2027-01-08
order_ZnXUAIFg6ZbyYH,INV/26-27/1018,,78000.00,2027-01-09
order_bQq4w586bQ7K3p,INV/26-27/1019,,3049.00,2027-01-09
order_cM5qxfbQCnzysg,INV/26-27/1020,,2849.00,2027-01-09
order_y8TS1xtQZeZLqv,INV/26-27/1021,33OOGXE5897Z1ZV,3699.00,2027-01-09
order_4fhJPU13tSoJ37,INV/26-27/1022,,1749.00,2027-01-10
order_EdciNAU98sp0ee,INV/26-27/1023,,5200.00,2027-01-10
order_GoVlptetahLeII,INV/26-27/1024,,5200.00,2027-01-10
order_HEKCttNnPssSmL,INV/26-27/1025,,40599.00,2027-01-10
order_M08SUzp01yW9oi,INV/26-27/1026,,1999.00,2027-01-11
order_Y9I5SacTkTFycI,INV/26-27/1027,,43649.00,2027-01-11
order_a9DLfuOxbvJbV1,INV/26-27/1028,,9549.00,2027-01-11
order_vChE51iBkBReDQ,INV/26-27/1029,,17200.00,2027-01-11
order_Z2Y9sEnqb6oHRB,INV/26-27/1030,33RRIXY9964T1ZC,3199.00,2027-01-13
order_4jDoVOgq9HMPHN,INV/26-27/1031,33ATUXP7329B1Z0,9000.00,2027-01-14
order_X0WmHqy11pX3OZ,INV/26-27/1032,,52599.00,2027-01-14
order_isTACZQAmGRzXI,INV/26-27/1033,,52599.00,2027-01-14
order_DNwWZrjOLHrHlj,INV/26-27/1034,,11149.00,2027-01-15
order_Imrq6wiXalHTvO,INV/26-27/1035,,3650.00,2027-01-15
order_Sy5UE2l6oVvGyh,INV/26-27/1036,27CFQXB6031D1Z9,599.00,2027-01-15
order_fv1roSul775CRS,INV/26-27/1037,33YNNXU6279Q1ZO,4700.00,2027-01-15
order_2AdUo8sRsarRcB,INV/26-27/1038,,3750.00,2027-01-16
order_acZRLuByBBYXlA,INV/26-27/1039,,6500.00,2027-01-16
order_99lBV1i3XeFtQF,INV/26-27/1040,,549.00,2027-01-17
order_BCxhEee1A7hux6,INV/26-27/1041,,4145.00,2027-01-17
order_HhnNpJC76jS6rV,INV/26-27/1042,,448.00,2027-01-17
order_N55JHYoaPovA6d,INV/26-27/1043,29XWTXE7687O1Z4,549.00,2027-01-17
order_NhPYeifZWviTiY,INV/26-27/1044,07BMQXE0577R1ZU,550.00,2027-01-17
order_wqKGxQtsurIE8Q,INV/26-27/1045,,9146.00,2027-01-17
order_RolwKfZrMEVkb6,INV/26-27/1046,,7497.00,2027-01-19
order_lFHSESgAJu80Xg,INV/26-27/1047,,9799.00,2027-01-19
order_pRXVqgrfskvEBs,INV/26-27/1048,,4145.00,2027-01-19
order_Ck1qljlYxmzcYX,INV/26-27/1049,,8249.00,2027-01-20
order_sbdnXso1ABTzpx,INV/26-27/1050,27DNQXM2138K1Z1,11399.00,2027-01-20
order_2R91718xhEWFVH,INV/26-27/1051,,998.00,2027-01-21
order_45qMHknSo6ZypE,INV/26-27/1052,29AQZXC3165W1Z2,50099.00,2027-01-21
order_zh0nOhLv69ivIw,INV/26-27/1053,33AVZXJ8069O1ZZ,11000.00,2027-01-21
order_2Fgh1LWpzDFLp7,INV/26-27/1054,33EOOXU5700A1ZM,7799.00,2027-01-22
order_EwBNaldZC5tgwK,INV/26-27/1055,,3549.00,2027-01-22
order_eVkOMsfZWxqR5B,INV/26-27/1056,27MVWXA0444R1Z7,5100.00,2027-01-22
order_hztGRwZng4HLxy,INV/26-27/1057,,2546.00,2027-01-22
order_k1rwHaRaXqSNQD,INV/26-27/1058,,5295.00,2027-01-22
order_kZDWXUTR39sdiN,INV/26-27/1059,,43099.03,2027-01-22
order_xaNj7d1wPhmUs4,INV/26-27/1060,,43099.00,2027-01-22
order_D8lNSOp2kc4kk0,INV/26-27/1061,,39049.00,2027-01-23
order_GSL4N5OT2qeg4W,INV/26-27/1062,,9449.00,2027-01-23
order_OdHLFzdZYN3Cj4,INV/26-27/1063,,4249.00,2027-01-23
order_oLuTuA1HTX4Zmv,INV/26-27/1064,,2000.00,2027-01-23
order_HSujTgmUFK5kuy,INV/26-27/1065,,6449.00,2027-01-25
order_ZeWAzqEaU1lb33,INV/26-27/1066,,8700.00,2027-01-25
order_9IyOnohHTzPv8U,INV/26-27/1067,,11850.00,2027-01-26
order_ta4iIEgt9SYqIb,INV/26-27/1068,,399.00,2027-01-26
order_OEJAC6gNcIniQK,INV/26-27/1069,33NUDXY0526G1ZY,11400.00,2027-01-27
order_UIUIxuUaUVdb9A,INV/26-27/1070,33BQBXP0650X1ZT,8600.00,2027-01-27
order_cHDbYFzsBS0m58,INV/26-27/1071,,7200.00,2027-01-27
order_7gphFJWjhqHS6o,INV/26-27/1072,,12450.00,2027-01-28
order_LN4NXNN7EA1T9W,INV/26-27/1073,,1100.00,2027-01-29
order_LcbDcYhXmVHoPx,INV/26-27/1074,,4649.00,2027-01-29
order_k2PC6aSRLEag5Z,INV/26-27/1075,,9631.19,2027-01-29
order_xHxzoO1O88G8l7,INV/26-27/1076,29IXQXZ4601T1ZH,9749.00,2027-01-29
order_4Z87Llpgs0IEvd,INV/26-27/1077,,70149.00,2027-01-30
order_6F4mmGFUofpyiT,INV/26-27/1078,,14200.00,2027-01-30
order_DJX17xB2R3AzUa,INV/26-27/1079,,46500.00,2027-01-31
order_U51WTdTp3n7DLA,INV/26-27/1080,,19049.00,2027-01-31
order_jJgsz2fRzYorky,INV/26-27/1081,,8600.00,2027-01-31
order_ptnx0y9IyatTIn,INV/26-27/1082,,26000.00,2027-02-01
