gstin,invoice_no,invoice_date,taxable_value,igst,cgst,sgst,irn,irn_generated_at,gstr1_filing_period,supplier_gstr3b_filed,itc_availability
06FLWXG7644Q1ZI,INV/26-27/7008,2027-02-21,23249.76,4184.96,0.00,0.00,5e954178c25bcfbb4c57fd225e35bd0a020a0bd0fa5f76ed693acdc2703f585f,,,Y,Yes
24BCFXS1392C1ZC,INV/26-27/7007,2027-03-02,27488.43,4947.92,0.00,0.00,fd907334714a8db686a9a6cd9a1314ff2fd9dbfb17d60fb4e4371f9b59731154,,,N,Yes
27XDBXF6564Z1ZG,INV/26-27/7020,2027-01-19,7285.19,1311.34,0.00,0.00,7f23e9df98c1b22b76c0a6b5bba5df4f470c18188372ced639e478b788a51d6e,,,Y,Yes
33YJYXP9570C1ZJ,INV/26-27/7006,2027-02-23,5953.93,1071.71,0.00,0.00,782dfc5e48078a49d738a65efbddaa020166c67e620b9a7b5372b3c379381c89,,,Y,Yes
24TLZXX2790Y1Z9,INV/26-27/7003,2027-01-31,18568.36,3342.31,0.00,0.00,,,,Y,No
07CJAXJ5385V1ZU,INV/26-27/7016,2027-02-28,979.22,176.26,0.00,0.00,,,,Y,No
27LSXXZ0377F1Z5,INV/26-27/7004,2027-03-11,19199.31,3455.88,0.00,0.00,,,,Y,No
07SXNXN6395H1ZU,INV/26-27/7015,2027-03-02,9560.55,1720.90,0.00,0.00,,,,Y,No
24SGVXL8830X1Z2,INV/26-27/7013,2027-03-13,21735.99,3912.48,0.00,0.00,2240696ef2c8f88a71bf8489811d8face643f7e45228b5f0fe42559e4dc1418f,,,Y,Yes
29IQTXW5241X1ZH,INV/26-27/7018,2027-01-09,4607.76,0.00,414.70,414.70,59d69289f931fd0639c3e8f63183680e765cef1db5b5d9db4ea27891a8adc06f,,,Y,Yes
33AMEXL1753X1ZX,INV/26-27/7012,2027-03-01,25335.86,4560.46,0.00,0.00,7eb5970a27bb03e2c8888fc745ba53d7fe3ad7a8e9004b6f658d4a6be3a17a6d,,,Y,Yes
29WJRXV1906V1ZS,INV/26-27/7000,2027-01-01,35535.32,0.00,3198.18,3198.18,091fb2349ee672054472cd170d25cf147ae10e0b978bbabce5b9e2e14f6d8096,2027-01-01T09:15:00,2027-01,N,Yes
24XLAXM3657O1ZP,INV/26-27/7023,2027-02-13,14228.02,2561.05,0.00,0.00,ba7fc969425614a2be7db0ef1ca07cc6878294029920b6feff107fcf25509c48,,,Y,Yes
29GTOXI4087A1ZX,INV/26-27/7005,2027-02-04,9677.04,0.00,870.94,870.94,1f34abd30d1b2291fef7081bcf9a5b5f49134a71fcfbeae9a043bc55bec9380d,,,Y,Yes
07WMWXD6514T1Z3,INV/26-27/7019,2027-01-19,22268.40,4008.32,0.00,0.00,da376b1a7bd1908465c4f20c2fbb57f6437e6d1b76d48b8778e4dc6cccf8dabf,,,Y,Yes
29WJRXV1906V1ZS,INV/26-27/7002,2027-03-01,36563.03,0.00,3290.68,3290.68,,2027-03-01T09:15:00,2027-03,Y,No
06GGUXE1723U1Z4,INV/26-27/7011,2027-03-08,16915.93,3044.87,0.00,0.00,,,,Y,No
29KEZXB6388G1Z0,INV/26-27/7010,2027-02-15,16420.00,0.00,1477.80,1477.80,9c5f7ce563c2d0e4a84f28c705a43edaf0682fbc5b1d25b2b368ffd6de74aa58,,,Y,Yes
24ECBXY9081L1ZE,INV/26-27/7009,2027-02-19,27454.22,4941.76,0.00,0.00,79b6df05b28fb8b8c3547009f0fef58088601d530680d65f99a3bfe6d4ab5708,,,Y,Yes
24NMNXF0096P1ZU,INV/26-27/7022,2027-02-03,11180.86,2012.56,0.00,0.00,8bbfa408c264b16ede37eb9a63820a604591bc136123f3148bd0dd9cde3b4d61,,,Y,Yes
07CECXE0861I1ZB,INV/26-27/7014,2027-02-18,6631.76,1193.72,0.00,0.00,0e5afc4efa036b05b67b47fd37c057855afb67bbb47632aed0007e7efeda1465,,,Y,Yes
06HBCXY4553W1ZX,INV/26-27/7021,2027-01-04,14025.90,2524.67,0.00,0.00,2f23523f01caa4a146b734fbc520081c4b23654c2d1e1c23c28b548fd4585367,,,Y,Yes
24OZEXB2631L1ZV,INV/26-27/7017,2027-01-15,26323.64,4738.26,0.00,0.00,,,,Y,No
