order_id,invoice_no,gstin,amount,invoice_date
order_44Y9HjkNjNNC8m,INV/26-27/1001,27USNXB3817T1Z2,34500.00,2027-01-04
order_6GY4yNWZqZcoOj,INV/26-27/1002,,2199.00,2027-01-04
order_YWZyWXTZDx89Fx,INV/26-27/1003,,7999.00,2027-01-04
order_htOs2DUbC6H5qU,INV/26-27/1004,,11099.00,2027-01-04
order_qxZ8zkiTrLPlkM,INV/26-27/1005,,550.00,2027-01-04
order_rpU9bSZwVWcfDw,INV/26-27/1006,,3946.00,2027-01-04
order_FmZ89f8DxtZIXz,INV/26-27/1007,,5049.00,2027-01-05
order_XN9zV28eZzdCCR,INV/26-27/1008,29RXFXF4658D1ZJ,3249.00,2027-01-05
order_YWQSCqbQN3HGAO,INV/26-27/1009,,5500.00,2027-01-05
order_d7M3Brg5JvynS5,INV/26-27/1010,,2449.00,2027-01-05
order_hOu8WaaOyZwWCl,INV/26-27/1011,27VCCXY6143W1ZF,55649.00,2027-01-05
order_hfLgugpAVG9VSV,INV/26-27/1012,,1100.00,2027-01-05
order_5F8zCOT57V7IQF,INV/26-27/1013,,7700.00,2027-01-06
order_IYxFdm9twrWC2W,INV/26-27/1014,,11499.00,2027-01-06
order_NGpVyblwky8vjv,INV/26-27/1015,,73549.00,2027-01-06
order_es9WxDVyTHONBj,INV/26-27/1016,,1098.00,2027-01-06
order_latGnwMlgJfax7,INV/26-27/1017,,499.00,2027-01-06
order_xPde0OHmWSKCuW,INV/26-27/1018,,2449.00,2027-01-06
order_7c0bVFaj0OBHnA,INV/26-27/1019,27NHAXH6920C1Z0,4149.00,2027-01-07
order_9S7FokGgUe94lg,INV/26-27/1020,29RPZXM2209Z1ZG,64500.00,2027-01-07
order_JExzOw8719Cv9Y,INV/26-27/1021,,7900.00,2027-01-07
order_OWsVRqUlt0n5EG,INV/26-27/1022,,250.00,2027-01-07
order_ZLAqW9uWf6bTNo,INV/26-27/1023,,2399.00,2027-01-07
order_j5hLmHLpEP1k0T,INV/26-27/1024,,7646.00,2027-01-07
order_o5WmT3wv6S02QX,INV/26-27/1025,,1350.00,2027-01-07
order_1YpyHI8dIG5LYW,INV/26-27/1026,,1649.00,2027-01-08
order_C9vPHoMaBu0BZu,INV/26-27/1027,,17600.00,2027-01-08
order_O9FIZspVJmFYJn,INV/26-27/1028,,82099.00,2027-01-08
order_X7DZgNlsi4q4Ac,INV/26-27/1029,,5600.00,2027-01-08
order_aQF6W64zyn1jmb,INV/26-27/1030,,10899.00,2027-01-08
order_dmJpP16nJyxoUM,INV/26-27/1031,,1548.00,2027-01-08
order_e2USkBcybjqVuG,INV/26-27/1032,07LOTXP5617S1Z1,8200.00,2027-01-08
order_w5ivjaYFPlxOMD,INV/26-27/1033,,648.00,2027-01-08
order_xt3Tk5ZPTWv8Zg,INV/26-27/1034,07SQNXR6657L1ZY,399.00,2027-01-08
order_LFOnk1zTinJo6u,INV/26-27/1035,,3146.00,2027-01-09
order_kwqz1XO5UfxMeh,INV/26-27/1036,07FGJXV8108W1ZK,8400.00,2027-01-09
order_pzUAiUyHEAUWJ3,INV/26-27/1037,,8949.00,2027-01-09
order_xfUyT13BsclWdK,INV/26-27/1038,,40099.00,2027-01-09
order_341jZHiMd7Wjw0,INV/26-27/1039,07UEGXJ1021I1ZY,4095.00,2027-01-10
order_7TbnLV8Ga54wxI,INV/26-27/1040,,4546.00,2027-01-10
order_Teu5JcirXS7Ly1,INV/26-27/1041,,8549.00,2027-01-10
order_iOq4SyubWd8Uwm,INV/26-27/1042,,4546.00,2027-01-10
order_kGR5vXlmbSLzWB,INV/26-27/1043,07JHKXQ4654B1ZM,58549.00,2027-01-10
order_5dF3stfyejT8Tb,INV/26-27/1044,,3048.00,2027-01-11
order_ENMcn0mbB2jCzO,INV/26-27/1045,,61599.00,2027-01-11
order_iWvEUVRYqJTXoj,INV/26-27/1046,29ZEVXX9272Y1Z5,23500.00,2027-01-11
order_sOgDZN6jWLlMkQ,INV/26-27/1047,,7499.00,2027-01-11
order_u4pNDdMTJV5htB,INV/26-27/1048,,11999.00,2027-01-11
order_AYBSI7JosTuMht,INV/26-27/1049,,3149.00,2027-01-12
