gstin,invoice_no,invoice_date,taxable_value,igst,cgst,sgst,irn,irn_generated_at,gstr1_filing_period,supplier_gstr3b_filed,itc_availability
33ASBXH6018G1ZR,INV/26-27/7006,2027-02-13,23588.73,4245.98,0.00,0.00,ef56375a90fcdee34cf7eecb2a53b3d29d977dee37993f1ed9cddd979068be83,,,Y,Yes
33XLWXG5242D1Z4,INV/26-27/7012,2027-02-11,26429.12,4757.25,0.00,0.00,,,,N,No
29NLLXK9620Y1ZX,INV/26-27/7002,2027-03-01,48858.74,0.00,4397.29,4397.29,,2027-03-01T09:15:00,2027-03,Y,No
07FXXXY1032L1Z5,INV/26-27/7016,2027-03-05,17598.88,3167.80,0.00,0.00,37802781358cb2f7d98f61425e1acc08b625a0cf0be0ee11d71d2c41162f4613,,,Y,Yes
29NLLXK9620Y1ZX,INV/26-27/7000,2027-01-01,32501.43,0.00,2925.13,2925.13,6bd4fcfb9225e00ffcd691b61118ff6dc9f788397848c682080b0db1415f51df,2027-01-01T09:15:00,2027-01,N,Yes
29ILIXE9594U1Z2,INV/26-27/7005,2027-03-06,15583.41,0.00,1402.51,1402.51,ccfc03c43401b0e08d7148bee0de6133f2f01f1831efa77cc84981278abab0c6,,,Y,Yes
27MXUXV3333X1Z6,INV/26-27/7022,2027-01-24,6244.58,1124.03,0.00,0.00,dd391a69bf862fb5d959df8a4972fe89f838ae450c7de485f9fa7b6cdc9d7cb3,,,Y,Yes
24OXLXO2395R1ZQ,INV/26-27/7010,2027-03-24,13845.15,2492.13,0.00,0.00,a97ba31312d008cc25085b699d16fc984b334f52b53a5e5cdfb48ae46750c9a7,,,Y,Yes
29DOLXR2228C1ZD,INV/26-27/7020,2027-01-30,9759.30,0.00,878.34,878.34,12df1ab6c6099fdc2697ce4d6b7902d287656caf404b35ddb6ae5384e0f8cca6,,,Y,Yes
27DXOXI2036F1Z1,INV/26-27/7003,2027-01-28,25273.32,4549.20,0.00,0.00,2b3c112add4827fdd6013fdb9541bd835f94a7062235f726656bc9666560f4ed,,,Y,Yes
33IZBXA3061W1ZI,INV/26-27/7023,2027-02-20,27247.18,4904.50,0.00,0.00,9350ebf8b894bce8fa504e0d52fcfc899849134d3cb396dcb02c2e17ceff061d,,,Y,Yes
29NEWXU5829B1ZZ,INV/26-27/7011,2027-02-11,2330.66,0.00,209.76,209.76,a821cebd8c06c9950ecba7500c928159ded9ab6e39da1ff895ecff281687dec1,,,Y,Yes
24QJHXY2904V1ZF,INV/26-27/7008,2027-03-10,11774.48,2119.41,0.00,0.00,5f34b5cada81e33297e26d0d83f8d75ec7dfc9b282f2e49bb7c43f6673f90acd,,,Y,Yes
29VZPXM7987V1ZF,INV/26-27/7017,2027-03-06,20380.78,0.00,1834.28,1834.28,5b6c7058ebf968b250e575b06ea9b18d7b55cf894b3bfff961ccb4a21eb9ffce,,,Y,Yes
29BXDXL5949M1Z8,INV/26-27/7007,2027-02-22,1739.54,0.00,156.56,156.56,,,,Y,No
24YKLXI8773D1ZV,INV/26-27/7018,2027-03-06,6637.60,1194.77,0.00,0.00,6326a94ca717083f1108026a6e3adb40f70430dc2dd7a5fe9db16088a02e6e05,,,Y,Yes
29MOGXI3186P1ZG,INV/26-27/7004,2027-01-18,23194.90,0.00,2087.55,2087.55,2ded824f6e53bb5d4b47b1e439478dda5b685e82b76173a696cb99a810d955df,,,Y,Yes
33KSOXZ9831G1ZB,INV/26-27/7009,2027-02-23,4958.44,892.52,0.00,0.00,1ee8c0d3de602d2ada68fd18fdbe78e3c6821ab3d0f345811f32ed5af10cb81c,,,N,Yes
24PTNXS1119H1ZS,INV/26-27/7019,2027-03-28,11021.03,1983.79,0.00,0.00,a6e999b8b293a8081b3282a7cca976ab03e03c22d677f4d076b8a88f7689e4e3,,,Y,Yes
29PSPXP1768F1ZA,INV/26-27/7013,2027-01-05,25592.16,0.00,2303.30,2303.30,e228f2e8806b55ca5e3b3c1f497dc5c85e7496229653ad6b81e12668464031e9,,,Y,Yes
07SFYXN7779C1ZO,INV/26-27/7015,2027-02-23,17328.17,3119.08,0.00,0.00,4d5d820d9e38927020a45e5886fa5264b810a7bab425a5505535f6e1d8ba461e,,,Y,Yes
07VAPXC7155N1Z6,INV/26-27/7021,2027-02-21,25755.71,4636.03,0.00,0.00,dbbabcddfa516c170c21f1ecbf0366610ed56f61bf93053bd56ddca3b6082d12,,,Y,Yes
27VJCXQ6063D1Z8,INV/26-27/7014,2027-01-24,11785.86,2121.46,0.00,0.00,f443b659be030ccf41c6e17fa04df456d91446694c334880789a9eaf2743d9f7,,,Y,Yes
